,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Glenn Murray,17.0,eng ENG,FW,33-328,65,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,0.0
1,Tomer Hemed,10.0,il ISR,FW,30-109,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,33.3
2,Pascal Groß,13.0,de GER,FW,26-065,61,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0.0
3,Anthony Knockaert,11.0,fr FRA,"RM,FW",25-272,29,0,0,0,0,0,0,2,1,0,0,0,0,1,2,2,50.0
4,Jamie Murphy,15.0,sct SCO,LM,27-356,90,0,0,0,0,4,0,2,1,0,0,0,0,5,0,1,0.0
5,Davy Pröpper,24.0,nl NED,CM,25-351,90,0,0,0,1,0,0,0,1,1,0,0,0,10,3,0,100.0
6,Dale Stephens,6.0,eng ENG,CM,28-068,90,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0.0
7,Solly March,20.0,eng ENG,"RM,FW",23-030,90,0,0,0,1,0,0,3,0,1,0,0,0,2,0,4,0.0
8,Markus Suttner,29.0,at AUT,LB,30-125,90,0,0,0,1,0,0,3,1,1,0,0,0,5,1,0,100.0
9,Lewis Dunk,5.0,eng ENG,CB,25-271,90,0,0,0,1,0,0,0,1,0,0,0,0,5,3,0,100.0
10,Shane Duffy,22.0,ie IRL,CB,25-230,90,0,0,0,1,1,0,0,1,2,0,0,0,6,5,1,83.3
11,Bruno,2.0,es ESP,RB,36-322,90,0,0,0,2,0,0,4,0,1,0,0,0,5,1,1,50.0
12,Mathew Ryan,1.0,au AUS,GK,25-133,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
13,13 Players,,,,,990,0,0,0,10,7,2,17,9,6,0,0,0,47,16,17,48.5
