,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Harry Kane,10.0,eng ENG,FW,24-023,90,11,20,55.0,174,20,5,9,55.6,4,5,80.0,1,3,33.3,0,0.1,0.0,2,0,1,0,1
1,Dele Alli,20.0,eng ENG,AM,21-131,90,41,48,85.4,617,201,20,23,87.0,16,16,100.0,2,4,50.0,0,0.1,0.2,3,7,5,0,8
2,Christian Eriksen,23.0,dk DEN,AM,25-187,90,57,76,75.0,1139,253,22,24,91.7,24,28,85.7,11,21,52.4,0,0.1,0.1,2,14,1,0,11
3,Mousa Dembélé,19.0,be BEL,"LM,CM",30-035,90,50,54,92.6,793,240,26,28,92.9,22,24,91.7,1,1,100.0,0,0.0,0.1,1,10,0,0,9
4,Victor Wanyama,12.0,ke KEN,"CM,CB",26-056,90,53,59,89.8,1033,335,21,24,87.5,20,21,95.2,11,12,91.7,0,0.1,0.1,2,8,0,0,8
5,Eric Dier,15.0,eng ENG,RM,23-217,67,57,67,85.1,967,332,25,27,92.6,28,34,82.4,3,4,75.0,0,0.1,0.1,1,5,2,0,7
6,Son Heung-min,7.0,kr KOR,"CB,WB",25-043,23,9,12,75.0,112,4,6,9,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
7,Ben Davies,33.0,wls WAL,LB,24-118,79,44,60,73.3,852,291,18,19,94.7,21,27,77.8,5,11,45.5,0,0.1,0.1,2,5,0,0,7
8,Moussa Sissoko,17.0,fr FRA,"CM,LB",28-004,11,2,3,66.7,32,22,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,1
9,Jan Vertonghen,5.0,be BEL,CB,30-118,90,68,87,78.2,1507,606,10,12,83.3,49,57,86.0,9,17,52.9,0,0.0,0.0,0,7,1,0,7
10,Toby Alderweireld,4.0,be BEL,CB,28-171,90,70,77,90.9,1683,544,14,15,93.3,37,40,92.5,19,21,90.5,0,0.0,0.0,0,5,1,0,7
11,Kieran Trippier,2.0,eng ENG,"RB,WB",26-335,89,51,67,76.1,886,187,16,19,84.2,30,36,83.3,4,8,50.0,0,0.0,0.0,1,2,0,0,2
12,Vincent Janssen,9.0,nl NED,WB,23-066,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
13,Hugo Lloris,1.0,fr FRA,GK,30-237,90,23,29,79.3,763,581,2,3,66.7,7,7,100.0,14,19,73.7,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,536,659,81.3,10558,3616,185,212,87.3,262,300,87.3,80,121,66.1,0,0.6,0.7,14,65,11,0,68
