,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Jamie Vardy,9.0,eng ENG,FW,30-220,89,0,0,0,0,1,0,0,0,28,1,0,0,0.2,0.2,0.7,1,0,15,19,78.9,1,13,5,2,1
1,Demarai Gray,7.0,eng ENG,FW,21-052,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
2,Shinji Okazaki,20.0,jp JPN,FW,31-125,75,1,0,0,0,2,1,0,0,23,1,0,0,1.2,1.2,0.2,5,0,13,17,76.5,1,12,2,1,0
3,Islam Slimani,19.0,dz ALG,FW,29-062,15,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0
4,Marc Albrighton,11.0,eng ENG,LM,27-274,90,0,0,0,0,3,0,0,0,43,2,0,0,0.1,0.1,0.2,3,0,21,37,56.8,1,23,1,0,0
5,Matty James,22.0,eng ENG,CM,26-028,90,0,0,0,0,2,0,0,0,50,0,0,1,0.1,0.1,0.1,1,0,36,44,81.8,1,32,1,1,0
6,Wilfred Ndidi,25.0,ng NGA,CM,20-246,90,0,0,0,0,0,0,0,0,66,2,1,2,0.0,0.0,0.0,0,0,34,55,61.8,6,30,2,2,2
7,Riyad Mahrez,26.0,dz ALG,RM,26-179,90,0,1,0,0,4,2,0,0,64,1,2,0,0.2,0.2,0.2,7,3,39,49,79.6,10,44,1,5,2
8,Christian Fuchs,28.0,at AUT,LB,31-134,90,0,0,0,0,0,0,0,0,67,1,0,1,0.0,0.0,0.0,2,0,49,61,80.3,5,31,1,1,1
9,Harry Maguire,15.0,eng ENG,CB,24-167,90,1,0,0,0,1,1,0,0,75,0,1,0,0.2,0.2,0.0,2,0,55,64,85.9,7,46,1,1,1
10,Wes Morgan,5.0,jm JAM,CB,33-210,90,0,0,0,0,1,0,1,0,48,2,0,3,0.1,0.1,0.0,1,0,33,38,86.8,0,28,0,0,0
11,Danny Simpson,2.0,eng ENG,RB,30-227,90,0,0,0,0,0,0,0,0,58,1,2,0,0.0,0.0,0.0,0,0,35,47,74.5,1,24,2,1,1
12,Kasper Schmeichel,1.0,dk DEN,GK,30-287,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,21,34,61.8,0,18,0,0,0
13,13 Players,,,,,990,2,1,0,0,14,4,1,0,562,11,6,7,2.0,2.0,1.3,22,3,355,470,75.5,33,304,16,14,8
