,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Benik Afobe,9.0,cd COD,FW,24-181,63,8,8,0,0,0,0,2,0,0,0,0,0,7,0,1
1,Jermain Defoe,18.0,eng ENG,FW,34-309,27,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
2,Joshua King,17.0,no NOR,FW,25-209,90,24,22,2,0,0,0,0,0,0,0,0,0,21,0,0
3,Marc Pugh,7.0,eng ENG,LM,30-132,45,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0
4,Jordon Ibe,33.0,eng ENG,"RM,LM",21-247,45,30,29,1,1,0,0,4,0,0,0,0,0,23,0,0
5,Harry Arter,8.0,ie IRL,CM,27-227,90,105,102,3,3,1,1,0,0,0,0,0,0,98,0,1
6,Andrew Surman,6.0,eng ENG,CM,30-357,90,106,102,4,3,0,0,0,0,1,0,0,0,93,0,0
7,Ryan Fraser,24.0,sct SCO,"LM,RM",23-169,90,50,45,5,4,0,0,6,0,1,0,0,0,41,0,1
8,Charlie Daniels,11.0,eng ENG,LB,30-339,90,76,70,6,1,0,0,1,5,0,0,0,0,62,0,1
9,Nathan Aké,5.0,nl NED,CB,22-175,90,61,61,0,0,0,0,1,0,0,0,0,0,54,0,0
10,Steve Cook,3.0,eng ENG,CB,26-115,90,65,62,3,1,0,0,0,2,0,0,0,0,49,0,1
11,Simon Francis,2.0,eng ENG,RB,32-177,79,70,61,9,2,0,0,9,7,0,0,0,0,52,0,2
12,Adam Smith,15.0,eng ENG,RB,26-105,11,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
13,Asmir Begović,27.0,ba BIH,GK,30-053,90,31,19,12,2,0,0,0,0,0,0,0,0,23,0,0
14,14 Players,,,,,990,657,612,45,17,1,1,24,14,2,0,0,0,550,0,7
