,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Sam Vokes,9.0,wls WAL,FW,27-302,90,0,0,0,0,3,0,0,0,37,0,0,0,0.1,0.1,0.1,4,0,13,24,54.2,1,11,0,0,0
1,Jeff Hendrick,13.0,ie IRL,"FW,LM",25-200,90,0,0,0,0,6,0,0,0,52,1,0,0,0.2,0.2,0.2,5,0,30,39,76.9,3,22,0,1,1
2,Robbie Brady,12.0,ie IRL,LM,25-217,77,0,0,0,0,2,0,0,0,52,1,0,0,0.2,0.2,0.4,3,0,31,46,67.4,3,26,3,2,2
3,Jonathan Walters,19.0,ie IRL,LW,33-333,13,0,0,0,0,1,0,0,0,6,0,0,0,0.2,0.2,0.0,0,0,1,4,25.0,0,4,0,0,0
4,Steven Defour,16.0,be BEL,"CM,RM",29-126,90,0,0,0,0,1,0,0,0,81,1,1,1,0.0,0.0,0.1,6,0,65,77,84.4,12,47,6,1,1
5,Jack Cork,4.0,eng ENG,CM,28-055,90,0,0,0,0,1,0,0,0,73,0,2,0,0.0,0.0,0.0,4,0,54,66,81.8,11,36,3,2,2
6,Jóhann Berg Guðmundsson,17.0,is ISL,RM,26-296,78,0,0,0,0,2,0,0,0,30,0,0,1,0.1,0.1,0.1,3,0,23,27,85.2,2,16,1,1,1
7,Ashley Barnes,10.0,eng ENG,RW,27-293,12,0,0,0,0,1,0,1,0,5,0,0,0,0.1,0.1,0.0,0,0,2,4,50.0,0,3,1,1,1
8,Stephen Ward,23.0,ie IRL,LB,31-364,90,0,0,0,0,1,0,0,0,70,4,0,1,0.0,0.0,0.1,1,0,39,53,73.6,4,19,1,0,0
9,Ben Mee,6.0,eng ENG,CB,27-332,90,0,0,0,0,1,0,0,0,67,0,1,1,0.3,0.3,0.0,2,0,42,48,87.5,4,28,0,0,0
10,James Tarkowski,5.0,eng ENG,CB,24-273,90,0,0,0,0,0,0,0,0,63,1,3,1,0.0,0.0,0.0,2,0,43,54,79.6,4,31,0,0,0
11,Matthew Lowton,2.0,eng ENG,RB,28-071,90,0,0,0,0,1,0,0,0,63,1,0,0,0.0,0.0,0.0,5,0,42,58,72.4,8,24,0,1,1
12,Tom Heaton,1.0,eng ENG,GK,31-126,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,1,0,21,33,63.6,0,10,0,0,0
13,13 Players,,,,,990,0,0,0,0,20,0,1,0,632,9,7,5,1.3,1.3,0.9,36,0,406,533,76.2,52,277,15,9,9
