,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Sandro Ramírez,9.0,es ESP,"FW,LW",22-034,76,29,1,3,9,17,5,29,3,0,0.0,3,100.0,16,130,25,1,0,1,2,0,22,5
1,Kevin Mirallas,11.0,be BEL,"LW,FW",29-311,14,11,1,3,2,7,3,11,0,0,,0,,3,15,5,1,0,1,1,0,5,3
2,Davy Klaassen,20.0,nl NED,"AM,CM",24-172,59,27,0,4,18,6,1,27,0,0,,0,,7,53,34,1,1,0,1,0,17,1
3,Tom Davies,26.0,eng ENG,CM,19-043,31,17,0,4,6,7,0,17,0,0,,0,,5,36,16,0,0,0,1,1,10,1
4,Wayne Rooney,10.0,eng ENG,"AM,RW",31-292,90,70,4,10,34,27,3,70,2,0,0.0,2,100.0,34,184,79,2,2,0,3,4,52,8
5,Idrissa Gana Gueye,17.0,sn SEN,"CM,RM",27-320,90,86,3,15,53,19,0,86,1,1,100.0,0,0.0,42,180,89,1,2,0,2,1,60,1
6,Morgan Schneiderlin,2.0,fr FRA,"CM,LM",27-277,90,69,4,15,51,4,1,69,0,0,,0,,31,175,56,1,1,0,2,0,39,0
7,Leighton Baines,3.0,eng ENG,"WB,LB",32-244,90,40,0,11,17,13,0,40,1,0,0.0,1,100.0,22,98,61,0,0,0,0,1,27,4
8,Dominic Calvert-Lewin,29.0,eng ENG,"WB,FW,LW",20-149,90,34,2,3,14,18,4,34,0,0,,0,,19,146,77,2,0,2,3,2,23,7
9,Phil Jagielka,6.0,eng ENG,CB,34-360,90,81,4,37,40,4,3,81,0,0,,0,,37,173,106,1,1,0,0,0,55,0
10,Ashley Williams,5.0,wls WAL,CB,32-354,45,46,5,31,15,0,0,46,0,0,,0,,29,121,59,0,1,0,1,0,32,0
11,Cuco Martina,15.0,cw CUW,"RB,CB",27-321,45,39,3,11,10,18,1,39,0,0,,0,,16,75,47,0,0,0,1,2,22,2
12,Michael Keane,4.0,eng ENG,CB,24-213,90,86,14,45,39,2,1,86,0,0,,0,,37,220,156,1,0,0,1,1,49,0
13,Jordan Pickford,1.0,eng ENG,GK,23-158,90,35,32,35,0,0,0,35,0,0,,0,,15,91,70,0,0,0,0,0,9,0
14,14 Players,,,,,990,670,73,227,308,142,22,670,7,1,14.3,6,85.7,313,1697,880,11,8,4,18,12,422,32
