,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Stefano Okaka,33.0,it ITA,FW,28-003,62,0,0,0,3,1,1,0,0,0,0,0,0,1,3,10,23.1
1,Andre Gray,18.0,jm JAM,FW,26-047,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
2,Roberto Pereyra,37.0,ar ARG,LW,26-217,48,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0
3,Richarlison,11.0,br BRA,LW,20-094,42,0,0,0,0,2,1,1,1,1,0,0,0,3,1,2,33.3
4,Nordin Amrabat,7.0,ma MAR,RW,30-134,90,0,0,0,6,1,1,4,0,1,0,0,0,3,2,4,33.3
5,Nathaniel Chalobah,14.0,eng ENG,LM,22-243,90,0,0,0,0,0,0,0,1,1,0,0,0,6,2,0,100.0
6,Abdoulaye Doucouré,16.0,ml MLI,CM,24-223,90,0,0,0,2,0,0,0,1,1,0,0,0,11,3,0,100.0
7,Tom Cleverley,8.0,eng ENG,RM,28-000,90,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,0.0
8,José Holebas,25.0,gr GRE,LB,33-046,90,0,0,0,0,1,0,5,3,2,0,0,0,4,1,1,50.0
9,Miguel Britos,3.0,uy URU,CB,32-026,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,60.0
10,Younès Kaboul,4.0,fr FRA,CB,31-220,90,0,0,0,1,0,0,0,1,2,0,0,0,6,6,3,66.7
11,Daryl Janmaat,2.0,nl NED,RB,28-021,17,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,
12,Kiko Femenía,21.0,es ESP,RB,26-191,73,0,0,0,0,1,0,4,2,1,0,0,0,1,0,0,
13,Heurelho Gomes,1.0,br BRA,GK,36-178,90,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,
14,14 Players,,,,,990,0,0,0,14,8,3,16,11,12,0,1,0,47,22,25,46.8
