,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Tammy Abraham,10.0,eng ENG,"FW,RW",19-314,80,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,50.0
1,Kyle Bartley,27.0,eng ENG,RW,26-082,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2,Jordan Ayew,18.0,gh GHA,"FW,LW",25-335,90,0,0,0,5,5,0,1,0,1,0,0,0,3,2,2,50.0
3,Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,85,0,0,0,3,0,0,1,0,0,0,0,0,3,2,4,33.3
4,Oliver McBurnie,62.0,sct SCO,FW,21-069,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
5,Tom Carroll,14.0,eng ENG,LM,25-076,90,0,0,0,0,1,0,2,2,1,0,0,0,8,0,3,0.0
6,Leon Britton,7.0,eng ENG,CM,34-330,73,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0.0
7,Jay Fulton,56.0,sct SCO,CM,23-133,17,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
8,Leroy Fer,8.0,nl NED,RM,27-219,90,0,0,0,1,2,0,0,0,3,0,0,0,4,2,0,100.0
9,Martin Olsson,16.0,se SWE,LB,29-087,90,0,0,0,0,0,0,4,0,0,0,0,0,3,2,2,50.0
10,Alfie Mawson,6.0,eng ENG,CB,23-205,90,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
11,Federico Fernández,33.0,ar ARG,CB,28-172,90,0,0,0,1,0,0,0,1,1,0,0,0,4,1,1,50.0
12,Kyle Naughton,26.0,eng ENG,RB,28-268,90,0,0,0,0,0,0,0,5,1,0,0,0,5,2,2,50.0
13,Łukasz Fabiański,1.0,pl POL,GK,32-116,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,1,0,0,13,10,1,8,8,8,0,0,0,41,17,17,50.0
