,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Manolo Gabbiadini,20.0,it ITA,FW,25-266,79,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
1,Charlie Austin,10.0,eng ENG,FW,28-045,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Nathan Redmond,22.0,eng ENG,LW,23-166,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
3,Dušan Tadić,11.0,rs SRB,"RW,AM",28-272,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
4,Steven Davis,8.0,nir NIR,"AM,DM",32-230,79,2,2,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0
5,Shane Long,7.0,ie IRL,DM,30-209,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
6,Mario Lemina,18.0,ga GAB,DM,23-352,64,2,0,1,1,0,0,0,,0,0,0,0,1,3,2,1
7,James Ward-Prowse,16.0,eng ENG,RW,22-291,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
8,Oriol Romeu,14.0,es ESP,DM,25-329,90,1,1,0,1,0,1,3,33.3,2,2,0,2,2,3,0,0
9,Ryan Bertrand,21.0,eng ENG,LB,28-014,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0
10,Maya Yoshida,3.0,jp JPN,CB,28-360,90,2,2,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0
11,Jack Stephens,5.0,eng ENG,CB,23-204,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,5,0
12,Cédric Soares,2.0,pt POR,RB,25-353,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,0
13,Fraser Forster,44.0,eng ENG,GK,29-155,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,10,7,5,5,0,2,8,25.0,6,8,2,6,8,18,21,1
