,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Dwight Gayle,9.0,eng ENG,FW,26-307,51,0,0,0,0,1,0,0,0,13,0,0,1,0.1,0.1,0.0,0,0,5,7,71.4,0,6,0,0,0
1,Joselu,21.0,es ESP,FW,27-146,39,0,0,0,0,4,4,1,0,18,0,0,0,0.2,0.2,0.0,2,0,8,12,66.7,1,8,1,0,0
2,Matt Ritchie,11.0,sct SCO,LW,27-344,90,0,0,0,0,2,1,1,0,57,1,0,0,0.1,0.1,0.0,4,0,29,49,59.2,2,24,1,0,0
3,Christian Atsu,30.0,gh GHA,RW,25-222,90,0,0,0,0,1,0,0,0,35,2,0,1,0.0,0.0,0.2,3,0,19,27,70.4,1,20,1,4,2
4,Ayoze Pérez,17.0,es ESP,AM,24-022,79,0,0,0,0,3,0,0,0,41,0,0,7,0.2,0.2,0.0,3,0,17,29,58.6,3,15,1,3,2
5,Jacob Murphy,7.0,eng ENG,AM,22-177,11,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,2,3,66.7,1,2,1,0,0
6,Mikel Merino,23.0,es ESP,DM,21-059,90,0,0,0,0,0,0,0,0,64,2,2,1,0.0,0.0,0.0,1,0,40,55,72.7,7,25,3,3,2
7,Isaac Hayden,14.0,eng ENG,DM,22-151,75,0,0,0,0,1,0,1,0,48,5,1,0,0.0,0.0,0.0,1,0,26,37,70.3,6,22,0,2,1
8,Mohamed Diamé,10.0,sn SEN,DM,30-067,15,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,10,12,83.3,3,8,0,1,0
9,Chancel Mbemba,18.0,cd COD,LB,23-012,90,0,0,0,0,0,0,0,0,53,0,2,2,0.0,0.0,0.0,1,0,31,43,72.1,5,14,1,2,2
10,Ciaran Clark,2.0,ie IRL,CB,27-328,90,0,0,0,0,0,0,0,0,56,1,0,0,0.0,0.0,0.2,4,0,39,48,81.3,4,24,2,0,0
11,Jamaal Lascelles,6.0,eng ENG,CB,23-282,90,0,0,0,0,0,0,1,0,56,0,1,1,0.0,0.0,0.0,1,0,41,48,85.4,4,20,0,0,0
12,Javier Manquillo,19.0,es ESP,RB,23-107,90,0,0,0,0,0,0,0,0,59,6,1,1,0.0,0.0,0.1,2,0,30,48,62.5,4,19,1,1,0
13,Rob Elliot,1.0,ie IRL,GK,31-112,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,28,45,62.2,0,16,0,0,0
14,14 Players,,,,,990,0,0,0,0,13,5,4,0,562,18,7,14,0.7,0.7,0.6,22,0,325,463,70.2,41,223,12,16,9
