,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Michy Batshuayi,23.0,be BEL,FW,23-314,58,12,18,66.7,174,11,8,10,80.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1
1,Álvaro Morata,9.0,es ESP,FW,24-293,32,5,5,100.0,48,32,4,4,100.0,1,1,100.0,0,0,,1,0.5,0.2,1,1,1,0,1
2,Jeremie Boga,38.0,ci CIV,AM,20-221,17,4,4,100.0,33,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
3,Andreas Christensen,27.0,dk DEN,CB,21-124,72,42,47,89.4,755,227,19,19,100.0,17,19,89.5,5,6,83.3,0,0.0,0.0,1,3,0,0,4
4,Charly Musonda Jr.,17.0,be BEL,CB,20-301,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
5,Willian,22.0,br BRA,AM,29-003,90,40,57,70.2,674,109,17,20,85.0,14,19,73.7,5,11,45.5,1,0.4,0.4,2,2,2,1,5
6,N'Golo Kanté,7.0,fr FRA,CM,26-136,90,54,61,88.5,812,134,34,36,94.4,14,18,77.8,5,5,100.0,0,0.0,0.1,1,5,2,0,8
7,Cesc Fàbregas,4.0,es ESP,CM,30-100,80,77,93,82.8,1363,483,38,42,90.5,28,29,96.6,10,20,50.0,0,0.2,0.1,5,7,0,0,9
8,Marcos Alonso,3.0,es ESP,WB,26-227,90,35,41,85.4,609,172,15,15,100.0,16,19,84.2,3,3,100.0,0,0.1,0.0,3,3,0,0,2
9,César Azpilicueta,28.0,es ESP,WB,27-349,90,57,71,80.3,914,224,31,34,91.2,19,26,73.1,4,7,57.1,0,0.0,0.0,1,4,0,0,5
10,Gary Cahill,24.0,eng ENG,CB,31-236,13,12,12,100.0,222,46,5,5,100.0,4,4,100.0,3,3,100.0,0,0.0,0.0,0,1,0,0,1
11,David Luiz,30.0,br BRA,CB,30-112,90,39,46,84.8,723,226,12,13,92.3,22,23,95.7,3,6,50.0,0,0.0,0.0,0,3,0,0,2
12,Antonio Rüdiger,2.0,de GER,CB,24-162,90,67,75,89.3,1361,400,22,22,100.0,36,39,92.3,7,11,63.6,0,0.0,0.0,0,4,0,0,10
13,Thibaut Courtois,13.0,be BEL,GK,25-093,90,24,38,63.2,558,377,4,4,100.0,17,17,100.0,3,17,17.6,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,903,468,568,82.4,8246,2448,210,225,93.3,192,220,87.3,49,90,54.4,2,1.3,0.9,14,34,5,1,48
