,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Tomer Hemed,10.0,il ISR,FW,30-102,59,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,5,15,33.3,0,8,1,0,0
1,Glenn Murray,17.0,eng ENG,FW,33-321,31,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,1,1
2,Pascal Groß,13.0,de GER,FW,26-058,90,0,0,0,0,0,0,0,0,41,1,0,3,0.0,0.0,0.1,2,0,15,34,44.1,3,13,0,0,0
3,Izzy Brown,37.0,eng ENG,LM,20-217,23,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,4,0,1,1
4,Jamie Murphy,15.0,sct SCO,LM,27-349,67,0,0,0,0,0,0,0,0,13,2,0,0,0.0,0.0,0.0,1,0,6,8,75.0,0,8,1,0,0
5,Davy Pröpper,24.0,nl NED,CM,25-344,90,0,0,0,0,2,0,0,0,24,1,1,1,0.0,0.0,0.0,1,0,8,15,53.3,1,8,1,2,2
6,Dale Stephens,6.0,eng ENG,CM,28-061,90,0,0,0,0,0,0,0,0,27,0,3,0,0.0,0.0,0.0,0,0,13,19,68.4,1,11,0,0,0
7,Solly March,20.0,eng ENG,RM,23-023,74,0,0,0,0,0,0,0,0,30,2,1,0,0.0,0.0,0.0,1,0,16,20,80.0,0,14,0,2,2
8,Anthony Knockaert,11.0,fr FRA,RM,25-265,16,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,4,0,1,0
9,Markus Suttner,29.0,at AUT,LB,30-118,90,0,0,0,0,0,0,0,0,39,2,1,1,0.0,0.0,0.0,0,0,17,28,60.7,0,11,0,1,0
10,Lewis Dunk,5.0,eng ENG,CB,25-264,90,0,0,0,0,3,2,0,0,28,0,3,2,0.2,0.2,0.0,3,0,8,12,66.7,0,7,0,0,0
11,Shane Duffy,22.0,ie IRL,CB,25-223,90,0,0,0,0,1,0,0,0,24,0,0,1,0.0,0.0,0.0,1,0,8,12,66.7,0,2,0,0,0
12,Bruno,2.0,es ESP,RB,36-315,90,0,0,0,0,0,0,0,0,41,1,3,2,0.0,0.0,0.0,0,0,21,35,60.0,0,15,0,1,1
13,Mathew Ryan,1.0,au AUS,GK,25-126,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,16,31,51.6,0,16,0,0,0
14,14 Players,,,,,990,0,0,0,0,6,2,0,0,343,10,12,10,0.3,0.3,0.1,9,0,146,248,58.9,5,126,3,9,7
