,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Sam Vokes,9.0,wls WAL,FW,27-295,90,2,0,0,0,3,2,0,0,23,1,0,0,0.2,0.2,0.0,1,0,4,15,26.7,0,10,0,0,0
1,Jeff Hendrick,13.0,ie IRL,FW,25-193,90,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,2,0,28,29,96.6,5,19,1,0,0
2,Robbie Brady,12.0,ie IRL,LM,25-210,90,0,0,0,0,4,0,1,0,37,2,1,1,0.3,0.3,0.1,7,2,16,27,59.3,0,14,0,0,0
3,Jack Cork,4.0,eng ENG,CM,28-048,90,0,1,0,0,0,0,0,0,47,0,1,1,0.0,0.0,0.1,1,1,33,40,82.5,5,16,0,0,0
4,Steven Defour,16.0,be BEL,CM,29-119,74,0,1,0,0,0,0,0,0,46,0,5,2,0.0,0.0,0.1,2,1,34,36,94.4,3,26,0,1,1
5,Jonathan Walters,19.0,ie IRL,FW,33-326,16,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0
6,Jóhann Berg Guðmundsson,17.0,is ISL,RM,26-289,74,0,0,0,0,0,0,0,0,18,1,1,1,0.0,0.0,0.0,1,0,7,14,50.0,1,11,0,0,0
7,Scott Arfield,37.0,ca CAN,RM,28-284,16,0,0,0,0,0,0,1,0,5,1,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0
8,Stephen Ward,23.0,ie IRL,LB,31-357,90,1,0,0,0,1,1,0,0,56,1,0,3,0.1,0.1,0.0,2,1,34,44,77.3,5,25,2,2,1
9,Ben Mee,6.0,eng ENG,CB,27-325,90,0,0,0,0,2,2,1,0,45,0,2,3,0.1,0.1,0.0,0,0,25,30,83.3,3,15,0,0,0
10,James Tarkowski,5.0,eng ENG,CB,24-266,90,0,0,0,0,0,0,0,0,53,1,2,2,0.0,0.0,0.0,1,0,23,31,74.2,0,16,0,0,0
11,Matthew Lowton,2.0,eng ENG,RB,28-064,90,0,1,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.1,2,1,31,36,86.1,4,20,1,0,0
12,Tom Heaton,1.0,eng ENG,GK,31-119,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,20,40,50.0,0,14,0,0,0
13,13 Players,,,,,990,3,3,0,0,10,5,3,0,453,8,13,13,0.6,0.6,0.4,19,6,257,348,73.9,26,190,4,3,2
