,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Daniel Sturridge,15.0,eng ENG,FW,27-352,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Mohamed Salah,11.0,eg EGY,"RW,RM",25-065,30,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
2,Roberto Firmino,9.0,br BRA,"LW,FW",25-321,89,3,3,0,1,2,0,2,0.0,2,2,1,1,0,3,0,0
3,Dejan Lovren,6.0,hr CRO,CB,28-045,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Sadio Mané,19.0,sn SEN,"RW,LW,LM",25-131,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
5,James Milner,7.0,eng ENG,"LM,DM,CM",31-227,90,2,2,1,1,0,1,3,33.3,2,1,0,1,0,2,1,0
6,Jordan Henderson,14.0,eng ENG,"CM,DM",27-063,90,5,2,0,4,1,1,2,50.0,1,1,0,1,3,8,1,0
7,Georginio Wijnaldum,5.0,nl NED,RM,26-281,70,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
8,Dominic Solanke,29.0,eng ENG,"AM,FW",19-339,20,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0
9,Andrew Robertson,26.0,sct SCO,LB,23-161,90,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,2,0
10,Ragnar Klavan,17.0,ee EST,CB,31-293,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,4,0
11,Joël Matip,32.0,cm CMR,CB,26-011,90,4,3,3,1,0,0,1,0.0,1,0,0,0,1,5,1,0
12,Joe Gomez,12.0,eng ENG,RB,20-088,90,4,3,1,3,0,1,1,100.0,0,0,0,0,1,5,1,0
13,Simon Mignolet,22.0,be BEL,GK,29-166,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,24,16,6,14,4,6,16,37.5,10,5,1,4,6,30,11,0
