,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Harry Kane,10.0,eng ENG,FW,24-023,90,39,1,1,10,29,10,39,8,2,25.0,6,75.0,26,172,85,4,2,3,3,1,31,10
1,Dele Alli,20.0,eng ENG,AM,21-131,90,52,0,2,29,22,2,52,3,2,66.7,1,33.3,35,192,106,3,3,1,1,4,52,12
2,Christian Eriksen,23.0,dk DEN,AM,25-187,90,80,0,2,39,39,2,80,0,0,,0,,36,154,32,1,2,0,2,2,51,8
3,Mousa Dembélé,19.0,be BEL,"LM,CM",30-035,90,62,0,6,40,17,1,62,6,5,83.3,1,16.7,31,221,137,5,3,0,0,5,48,5
4,Victor Wanyama,12.0,ke KEN,"CM,CB",26-056,90,74,1,12,54,10,3,74,5,3,60.0,2,40.0,42,212,103,2,3,0,0,3,50,2
5,Eric Dier,15.0,eng ENG,RM,23-217,67,76,1,8,52,16,1,76,1,1,100.0,0,0.0,33,138,74,0,1,0,1,1,56,1
6,Son Heung-min,7.0,kr KOR,"CB,WB",25-043,23,14,0,1,5,8,2,14,0,0,,0,,10,79,23,0,0,0,0,2,12,6
7,Ben Davies,33.0,wls WAL,LB,24-118,79,71,3,15,30,26,3,71,0,0,,0,,29,114,63,1,0,1,1,1,45,6
8,Moussa Sissoko,17.0,fr FRA,"CM,LB",28-004,11,5,0,0,4,1,0,5,0,0,,0,,2,3,3,0,0,0,0,0,2,0
9,Jan Vertonghen,5.0,be BEL,CB,30-118,90,96,3,30,60,6,2,96,2,2,100.0,0,0.0,42,294,142,2,0,0,0,0,62,2
10,Toby Alderweireld,4.0,be BEL,CB,28-171,90,84,5,37,44,3,2,84,0,0,,0,,43,165,95,0,0,0,0,0,63,0
11,Kieran Trippier,2.0,eng ENG,"RB,WB",26-335,89,76,3,11,28,38,2,76,2,1,50.0,1,50.0,24,98,29,1,2,0,2,1,44,12
12,Vincent Janssen,9.0,nl NED,WB,23-066,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
13,Hugo Lloris,1.0,fr FRA,GK,30-237,90,29,24,29,0,0,0,29,0,0,,0,,13,49,20,0,0,0,0,0,15,0
14,14 Players,,,,,990,758,41,154,395,215,30,758,27,16,59.3,11,40.7,366,1891,912,19,16,5,10,20,531,64
