,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Javier Hernández,17.0,mx MEX,FW,29-073,90,0,0,0,3,5,1,1,1,0,0,0,0,4,0,3,0.0
1,Marko Arnautović,27.0,at AUT,"LW,LM",28-116,90,0,0,0,1,3,2,6,1,1,0,0,0,10,1,1,50.0
2,André Ayew,20.0,gh GHA,"RW,RM",27-239,90,0,0,0,0,2,1,0,0,0,0,0,0,3,0,7,0.0
3,Edimilson Fernandes,31.0,ch SUI,AM,21-120,59,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
4,Diafra Sakho,15.0,sn SEN,FW,27-232,31,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,60.0
5,Pedro Obiang,14.0,gq EQG,"DM,CM",25-139,90,0,0,0,0,1,0,0,0,5,0,0,0,11,3,2,60.0
6,Mark Noble,16.0,eng ENG,DM,30-097,60,0,0,0,1,1,0,0,0,2,0,0,0,3,0,1,0.0
7,Declan Rice,41.0,eng ENG,CM,18-211,30,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0.0
8,Arthur Masuaku,26.0,cd COD,LB,23-279,80,0,0,0,1,2,0,3,2,4,0,0,0,4,1,2,33.3
9,Aaron Cresswell,3.0,eng ENG,LB,27-241,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
10,Angelo Ogbonna,21.0,it ITA,CB,29-082,90,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,
11,Winston Reid,2.0,nz NZL,CB,29-041,90,0,0,0,0,1,0,1,3,1,0,0,0,8,5,2,71.4
12,Pablo Zabaleta,5.0,ar ARG,RB,32-209,90,1,0,0,1,3,0,1,1,2,0,0,0,4,0,0,
13,Joe Hart,25.0,eng ENG,GK,30-116,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,2,0,0,7,19,4,14,12,16,0,0,0,55,13,21,38.2
