,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Romelu Lukaku,9.0,be BEL,FW,24-098,90,1,0,0,0,3,1,0,0,25,0,0,0,0.5,0.5,0.0,1,0,11,18,61.1,0,17,2,2,1
1,Marcus Rashford,19.0,eng ENG,LW,19-292,74,0,0,0,0,4,3,0,0,30,1,0,2,0.5,0.5,0.0,3,0,15,16,93.8,2,19,5,8,5
2,Anthony Martial,11.0,fr FRA,"LW,LM",21-257,16,1,0,0,0,2,1,0,0,18,0,0,0,0.1,0.1,0.0,3,2,12,13,92.3,0,12,1,3,1
3,Juan Mata,8.0,es ESP,RW,29-113,74,0,0,0,0,1,0,0,0,60,0,1,0,0.1,0.1,0.4,4,0,43,58,74.1,1,41,0,3,2
4,Marouane Fellaini,27.0,be BEL,"RW,CM",29-270,16,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,12,14,85.7,1,9,0,0,0
5,Henrikh Mkhitaryan,22.0,am ARM,AM,28-210,84,0,2,0,0,2,0,0,0,71,1,1,0,0.1,0.1,0.8,6,3,56,63,88.9,6,48,5,4,2
6,Ander Herrera,21.0,es ESP,RM,28-005,6,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,8,8,100.0,0,4,0,0,0
7,Nemanja Matić,31.0,rs SRB,DM,29-018,90,0,0,0,0,0,0,0,0,100,4,1,3,0.0,0.0,0.0,1,0,77,85,90.6,4,56,1,2,1
8,Paul Pogba,6.0,fr FRA,"DM,CM",24-157,90,1,1,0,0,3,2,1,0,91,3,2,1,0.5,0.5,0.2,4,2,63,79,79.7,7,51,5,2,1
9,Daley Blind,17.0,nl NED,LB,27-163,90,0,0,0,0,0,0,0,0,91,2,3,2,0.0,0.0,0.1,3,0,63,74,85.1,4,47,1,1,0
10,Phil Jones,4.0,eng ENG,CB,25-179,90,0,0,0,0,1,0,0,0,62,1,3,0,0.4,0.4,0.0,1,0,44,46,95.7,2,28,0,0,0
11,Eric Bailly,3.0,ci CIV,CB,23-129,90,1,0,0,0,1,1,0,0,62,1,3,0,0.9,0.9,0.0,0,0,45,48,93.8,6,29,0,0,0
12,Antonio Valencia,25.0,ec ECU,RB,32-015,90,0,0,0,0,0,0,0,0,98,3,1,2,0.0,0.0,0.0,2,0,79,89,88.8,5,47,3,0,0
13,David de Gea,1.0,es ESP,GK,26-285,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,14,26,53.8,0,11,0,0,0
14,14 Players,,,,,990,4,3,0,0,17,8,1,0,759,16,17,10,3.1,3.1,1.6,28,7,542,637,85.1,38,419,23,25,13
