,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Harry Kane,10.0,eng ENG,FW,24-016,90,15,17,88.2,184,52,9,9,100.0,5,6,83.3,0,0,,0,0.1,0.1,2,0,1,0,1
1,Christian Eriksen,23.0,dk DEN,"LW,RW,AM",25-180,90,62,76,81.6,1026,214,28,31,90.3,27,31,87.1,4,7,57.1,2,1.1,0.6,3,3,5,0,11
2,Moussa Sissoko,17.0,fr FRA,RW,27-362,57,22,29,75.9,300,80,14,15,93.3,8,11,72.7,0,0,,0,0.1,0.0,2,1,0,0,2
3,Son Heung-min,7.0,kr KOR,"LW,RW",25-036,33,23,26,88.5,346,93,16,17,94.1,6,6,100.0,1,1,100.0,0,0.4,0.3,1,2,1,0,6
4,Dele Alli,20.0,eng ENG,AM,21-124,81,24,30,80.0,364,56,12,14,85.7,11,14,78.6,1,1,100.0,0,0.0,0.0,0,0,1,0,1
5,Victor Wanyama,12.0,ke KEN,"DM,AM",26-049,9,8,10,80.0,122,16,4,5,80.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
6,Mousa Dembélé,19.0,be BEL,"DM,AM",30-028,89,83,86,96.5,1379,250,41,42,97.6,31,32,96.9,8,8,100.0,0,0.0,0.1,1,8,0,0,8
7,Harry Winks,29.0,eng ENG,"RW,AM",21-192,1,6,6,100.0,83,17,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
8,Eric Dier,15.0,eng ENG,DM,23-210,90,79,90,87.8,1532,387,24,28,85.7,46,47,97.9,8,11,72.7,0,0.0,0.0,0,10,0,0,9
9,Ben Davies,33.0,wls WAL,LB,24-111,90,85,98,86.7,1302,445,45,46,97.8,35,39,89.7,3,6,50.0,0,0.1,0.1,2,6,2,0,7
10,Jan Vertonghen,5.0,be BEL,CB,30-111,90,77,87,88.5,1523,523,22,22,100.0,48,51,94.1,7,14,50.0,0,0.0,0.0,1,3,0,0,4
11,Toby Alderweireld,4.0,be BEL,CB,28-164,90,93,102,91.2,1807,576,32,32,100.0,52,54,96.3,9,16,56.3,0,0.0,0.0,1,8,0,0,10
12,Kyle Walker-Peters,37.0,eng ENG,RB,20-122,90,58,67,86.6,859,248,35,38,92.1,21,23,91.3,2,5,40.0,0,0.1,0.1,1,3,3,1,6
13,Hugo Lloris,1.0,fr FRA,GK,30-230,90,28,32,87.5,652,383,3,3,100.0,22,22,100.0,3,7,42.9,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,663,756,87.7,11479,3340,289,306,94.4,318,342,93.0,46,77,59.7,2,1.9,1.3,14,45,13,1,65
