,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Jamie Vardy,9.0,eng ENG,FW,30-220,89,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
1,Demarai Gray,7.0,eng ENG,FW,21-052,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Shinji Okazaki,20.0,jp JPN,FW,31-125,75,1,0,0,1,0,1,4,25.0,3,0,0,0,0,1,0,0
3,Islam Slimani,19.0,dz ALG,FW,29-062,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Marc Albrighton,11.0,eng ENG,LM,27-274,90,2,2,0,2,0,0,0,,0,0,0,0,0,2,0,0
5,Matty James,22.0,eng ENG,CM,26-028,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
6,Wilfred Ndidi,25.0,ng NGA,CM,20-246,90,2,2,0,2,0,0,1,0.0,1,2,0,2,1,3,1,0
7,Riyad Mahrez,26.0,dz ALG,RM,26-179,90,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,0,0
8,Christian Fuchs,28.0,at AUT,LB,31-134,90,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,3,0
9,Harry Maguire,15.0,eng ENG,CB,24-167,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0
10,Wes Morgan,5.0,jm JAM,CB,33-210,90,2,2,2,0,0,0,0,,0,3,2,1,0,2,3,0
11,Danny Simpson,2.0,eng ENG,RB,30-227,90,1,1,1,0,0,0,0,,0,0,0,0,2,3,6,0
12,Kasper Schmeichel,1.0,dk DEN,GK,30-287,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,13 Players,,,,,990,11,9,5,6,0,4,9,44.4,5,7,3,4,6,17,19,0
