,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Romelu Lukaku,9.0,be BEL,FW,24-092,90,2,0,0,0,5,2,0,0,39,0,0,0,1.0,1.0,0.2,3,0,16,26,61.5,2,24,2,2,1
1,Marcus Rashford,19.0,eng ENG,LW,19-286,79,0,1,0,0,4,0,0,0,30,1,0,0,0.2,0.2,0.6,4,2,16,21,76.2,2,22,6,4,2
2,Anthony Martial,11.0,fr FRA,LW,21-251,11,1,1,0,0,1,1,0,0,10,0,0,0,0.5,0.5,0.0,1,1,6,7,85.7,0,8,5,1,1
3,Juan Mata,8.0,es ESP,RW,29-107,75,0,0,0,0,0,0,0,0,48,2,2,1,0.0,0.0,0.2,5,0,35,44,79.5,1,22,1,1,1
4,Marouane Fellaini,27.0,be BEL,AM,29-264,15,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,1,3,0,0,0
5,Henrikh Mkhitaryan,22.0,am ARM,"AM,RW",28-204,87,0,2,0,0,3,1,0,0,54,1,0,0,0.1,0.1,0.8,10,2,38,44,86.4,4,29,4,4,3
6,Jesse Lingard,14.0,eng ENG,RW,24-241,3,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0
7,Nemanja Matić,31.0,rs SRB,DM,29-012,90,0,0,0,0,1,0,0,0,80,2,1,3,0.0,0.0,0.0,2,1,59,69,85.5,12,52,1,7,7
8,Paul Pogba,6.0,fr FRA,DM,24-151,90,1,0,0,0,3,1,0,0,77,0,0,0,0.1,0.1,0.1,6,1,55,65,84.6,10,53,6,8,6
9,Daley Blind,17.0,nl NED,LB,27-157,90,0,0,0,0,3,0,0,0,68,2,1,0,0.1,0.1,0.0,5,0,38,56,67.9,0,18,1,1,1
10,Phil Jones,4.0,eng ENG,CB,25-173,90,0,0,0,0,0,0,0,0,70,2,4,0,0.0,0.0,0.0,0,0,55,60,91.7,2,41,0,0,0
11,Eric Bailly,3.0,ci CIV,CB,23-123,90,0,0,0,0,0,0,1,0,62,1,1,1,0.0,0.0,0.0,0,0,43,53,81.1,4,37,0,0,0
12,Antonio Valencia,25.0,ec ECU,RB,32-009,90,0,0,0,0,1,0,1,0,63,2,2,1,0.0,0.0,0.0,3,0,45,49,91.8,4,30,3,3,1
13,David de Gea,1.0,es ESP,GK,26-279,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,22,29,75.9,0,12,0,0,0
14,14 Players,,,,,990,4,4,0,0,21,5,2,0,648,14,11,6,2.1,2.1,1.9,39,7,442,538,82.2,42,355,29,31,23
