,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Alexandre Lacazette,9.0,fr FRA,"FW,LW,LM",26-075,90,1,0,0,0,3,2,0,0,34,2,0,1,0.3,0.3,0.4,6,2,20,24,83.3,3,19,1,1,1
1,Danny Welbeck,23.0,eng ENG,"AM,FW",26-258,74,1,0,0,0,3,1,0,0,31,1,1,0,1.0,1.0,0.4,4,0,16,21,76.2,2,18,3,2,2
2,Theo Walcott,14.0,eng ENG,RW,28-148,16,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,1,0,1,2,50.0,0,2,0,0,0
3,Mesut Özil,11.0,de GER,"AM,RM",28-300,90,0,0,0,0,3,0,0,0,95,1,0,1,0.1,0.1,0.6,10,0,70,86,81.4,6,69,3,2,2
4,Granit Xhaka,29.0,ch SUI,"CM,DM",24-318,90,0,2,0,0,4,1,0,0,114,1,1,1,0.1,0.1,0.2,12,2,86,106,81.1,20,80,4,1,1
5,Mohamed Elneny,35.0,eg EGY,CM,25-031,66,0,1,0,0,1,0,0,0,82,4,0,2,0.0,0.0,0.1,3,1,65,72,90.3,4,57,0,0,0
6,Aaron Ramsey,8.0,wls WAL,"DM,CM",26-228,24,1,0,0,0,4,1,0,0,19,0,0,0,0.4,0.4,0.0,1,0,9,12,75.0,1,13,0,0,0
7,Alex Oxlade-Chamberlain,15.0,eng ENG,"WB,RB",23-361,90,0,0,0,0,6,2,0,0,84,3,3,1,0.2,0.2,0.1,4,0,48,67,71.6,6,54,9,9,8
8,Héctor Bellerín,24.0,es ESP,"WB,LB",22-145,90,0,0,0,0,1,1,0,0,79,3,0,0,0.3,0.3,0.0,6,1,61,70,87.1,3,51,1,3,1
9,Sead Kolašinac,31.0,ba BIH,CB,24-052,90,0,1,0,0,1,1,0,0,81,4,1,0,0.0,0.0,0.6,3,2,59,73,80.8,9,49,7,1,1
10,Nacho Monreal,18.0,es ESP,CB,31-166,90,0,0,0,0,0,0,0,0,70,2,5,0,0.0,0.0,0.0,0,0,54,57,94.7,3,43,1,0,0
11,Rob Holding,16.0,eng ENG,CB,21-325,66,0,0,0,0,0,0,0,0,75,1,1,0,0.0,0.0,0.0,0,0,50,60,83.3,4,50,1,0,0
12,Olivier Giroud,12.0,fr FRA,FW,30-315,24,1,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.2,1,0,7,8,87.5,0,5,1,0,0
13,Petr Čech,33.0,cz CZE,GK,35-083,90,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,1,0,19,23,82.6,1,9,0,0,0
14,14 Players,,,,,990,4,4,0,0,27,10,0,0,801,23,13,6,2.6,2.6,2.5,52,8,565,681,83.0,62,519,31,19,16
