,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jay Rodriguez,19.0,eng ENG,"FW,RM",28-014,87,21,21,0,0,0,0,1,0,0,0,0,0,12,0,0
1,Salomón Rondón,9.0,ve VEN,FW,27-330,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,James McClean,14.0,ie IRL,LM,28-112,90,18,16,1,0,0,0,3,1,0,0,0,0,13,1,2
3,Sam Field,28.0,eng ENG,CM,19-096,69,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
4,Rekeem Harper,34.0,eng ENG,CM,17-157,21,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
5,Jake Livermore,8.0,eng ENG,CM,27-271,90,33,32,1,0,2,1,0,0,0,0,0,0,22,0,0
6,Matt Phillips,10.0,sct SCO,RM,26-152,71,24,21,3,0,0,2,5,1,2,2,0,0,16,0,1
7,Hal Robson-Kanu,4.0,wls WAL,"FW,RM",28-083,19,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
8,Claudio Yacob,5.0,ar ARG,DM,30-025,90,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0
9,Chris Brunt,11.0,nir NIR,LB,32-241,90,49,25,24,2,0,0,6,16,6,4,1,0,19,0,1
10,Ahmed Hegazi,26.0,eg EGY,CB,26-199,90,26,26,0,0,0,0,0,0,0,0,0,0,18,0,1
11,Craig Dawson,25.0,eng ENG,CB,27-098,90,21,19,1,1,0,1,0,0,0,0,0,0,14,1,0
12,Allan Nyom,2.0,cm CMR,RB,29-094,90,39,27,12,0,0,0,1,12,0,0,0,0,26,0,2
13,Ben Foster,1.0,eng ENG,GK,34-131,90,21,13,8,0,0,0,0,0,0,0,0,0,7,0,0
14,14 Players,,,,,990,291,239,50,3,2,4,16,30,8,6,1,0,181,2,7
