,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Andre Gray,18.0,jm JAM,FW,26-054,90,12,19,63.2,200,23,6,10,60.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0
1,Richarlison,11.0,br BRA,LW,20-101,79,15,22,68.2,200,61,10,12,83.3,5,7,71.4,0,0,,0,0.7,0.2,4,2,1,0,3
2,Étienne Capoue,29.0,fr FRA,"CM,LW",29-039,11,4,4,100.0,63,6,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,1,1,0,0,0
3,Nordin Amrabat,7.0,ma MAR,RW,30-141,81,19,27,70.4,289,127,11,12,91.7,7,12,58.3,1,2,50.0,0,0.1,0.1,2,3,1,1,5
4,Christian Kabasele,27.0,be BEL,RB,26-176,9,1,1,100.0,27,27,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
5,Nathaniel Chalobah,14.0,eng ENG,"LM,FW",22-250,89,20,31,64.5,393,140,9,11,81.8,9,15,60.0,2,4,50.0,0,0.0,0.0,0,4,0,0,3
6,Ben Watson,23.0,eng ENG,CM,32-041,1,2,4,50.0,34,14,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,1
7,Abdoulaye Doucouré,16.0,ml MLI,"CM,DM",24-230,90,46,55,83.6,863,210,17,20,85.0,22,25,88.0,6,6,100.0,0,0.0,0.1,0,4,3,0,6
8,Tom Cleverley,8.0,eng ENG,"RM,LM",28-007,90,47,54,87.0,863,354,24,24,100.0,11,15,73.3,9,11,81.8,0,0.1,0.1,2,6,1,0,9
9,José Holebas,25.0,gr GRE,LB,33-053,90,31,42,73.8,638,313,12,12,100.0,10,15,66.7,9,14,64.3,0,0.2,0.1,3,1,1,0,4
10,Miguel Britos,3.0,uy URU,CB,32-033,90,25,32,78.1,494,139,9,9,100.0,12,14,85.7,3,5,60.0,0,0.0,0.0,0,2,0,0,4
11,Sebastian Prödl,5.0,at AUT,CB,30-059,90,18,26,69.2,346,122,7,8,87.5,8,9,88.9,3,8,37.5,0,0.0,0.0,0,1,0,0,2
12,Kiko Femenía,21.0,es ESP,"RB,RM",26-198,90,37,45,82.2,585,189,18,18,100.0,15,19,78.9,2,4,50.0,0,0.0,0.0,0,1,2,0,5
13,Heurelho Gomes,1.0,br BRA,GK,36-185,90,18,36,50.0,807,742,0,0,,6,6,100.0,12,28,42.9,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,295,398,74.1,5802,2467,126,139,90.6,113,146,77.4,49,84,58.3,0,1.2,0.8,12,28,9,1,43
