,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Tammy Abraham,10.0,eng ENG,"FW,RW",19-314,80,6,7,85.7,53,6,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0
1,Kyle Bartley,27.0,eng ENG,RW,26-082,10,4,4,100.0,62,3,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Jordan Ayew,18.0,gh GHA,"FW,LW",25-335,90,16,23,69.6,243,36,9,11,81.8,7,10,70.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
3,Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,85,13,19,68.4,173,46,7,8,87.5,5,8,62.5,0,2,0.0,0,0.1,0.1,1,2,1,1,2
4,Oliver McBurnie,62.0,sct SCO,FW,21-069,5,1,5,20.0,12,4,1,3,33.3,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,Tom Carroll,14.0,eng ENG,LM,25-076,90,33,40,82.5,626,252,14,15,93.3,12,16,75.0,7,9,77.8,0,0.0,0.0,1,6,0,0,6
6,Leon Britton,7.0,eng ENG,CM,34-330,73,24,25,96.0,443,99,8,8,100.0,16,16,100.0,0,0,,0,0.0,0.0,0,1,0,0,2
7,Jay Fulton,56.0,sct SCO,CM,23-133,17,3,4,75.0,52,0,0,0,,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0
8,Leroy Fer,8.0,nl NED,RM,27-219,90,35,40,87.5,722,88,10,11,90.9,20,22,90.9,5,6,83.3,0,0.1,0.0,1,1,1,0,4
9,Martin Olsson,16.0,se SWE,LB,29-087,90,26,43,60.5,455,118,10,16,62.5,13,17,76.5,2,9,22.2,0,0.0,0.0,0,0,0,0,3
10,Alfie Mawson,6.0,eng ENG,CB,23-205,90,35,41,85.4,909,240,7,8,87.5,17,17,100.0,11,14,78.6,0,0.0,0.0,0,2,0,0,0
11,Federico Fernández,33.0,ar ARG,CB,28-172,90,41,50,82.0,834,388,15,15,100.0,19,21,90.5,7,14,50.0,0,0.0,0.0,0,1,0,0,3
12,Kyle Naughton,26.0,eng ENG,RB,28-268,90,35,47,74.5,619,207,17,19,89.5,15,22,68.2,3,5,60.0,0,0.0,0.0,0,3,0,0,4
13,Łukasz Fabiański,1.0,pl POL,GK,32-116,90,29,44,65.9,1158,886,0,0,,12,12,100.0,17,32,53.1,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,301,392,76.8,6361,2373,104,121,86.0,142,170,83.5,52,92,56.5,0,0.2,0.1,3,18,2,1,24
