,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Alexandre Lacazette,9.0,fr FRA,"FW,LW,LM",26-075,90,2,1,0,1,1,1,3,33.3,2,1,0,1,0,2,1,0
1,Danny Welbeck,23.0,eng ENG,"AM,FW",26-258,74,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0
2,Theo Walcott,14.0,eng ENG,RW,28-148,16,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
3,Mesut Özil,11.0,de GER,"AM,RM",28-300,90,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0
4,Granit Xhaka,29.0,ch SUI,"CM,DM",24-318,90,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,1,1
5,Mohamed Elneny,35.0,eg EGY,CM,25-031,66,4,2,3,0,1,3,3,100.0,0,2,0,2,0,4,1,0
6,Aaron Ramsey,8.0,wls WAL,"DM,CM",26-228,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Alex Oxlade-Chamberlain,15.0,eng ENG,"WB,RB",23-361,90,3,3,2,1,0,2,2,100.0,0,1,0,1,3,6,5,0
8,Héctor Bellerín,24.0,es ESP,"WB,LB",22-145,90,3,2,2,1,0,0,0,,0,0,0,0,0,3,1,0
9,Sead Kolašinac,31.0,ba BIH,CB,24-052,90,4,4,1,3,0,3,3,100.0,0,0,0,0,1,5,3,0
10,Nacho Monreal,18.0,es ESP,CB,31-166,90,2,2,1,1,0,1,1,100.0,0,0,0,0,5,7,8,0
11,Rob Holding,16.0,eng ENG,CB,21-325,66,1,1,0,1,0,0,0,,0,0,0,0,1,2,11,0
12,Olivier Giroud,12.0,fr FRA,FW,30-315,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,Petr Čech,33.0,cz CZE,GK,35-083,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
14,14 Players,,,,,990,23,17,12,9,2,11,16,68.8,5,6,0,6,13,36,33,1
