,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Roberto Firmino,9.0,br BRA,FW,25-314,80,1,1,1,1,1,0,0,0,40,0,0,2,0.8,0.0,0.9,3,2,21,32,65.6,4,22,2,3,3
1,Divock Origi,27.0,be BEL,FW,22-116,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0
2,Sadio Mané,19.0,sn SEN,"LW,RW",25-124,90,1,0,0,0,2,1,1,0,44,1,0,3,0.3,0.3,0.1,2,0,20,31,64.5,3,29,5,3,0
3,Mohamed Salah,11.0,eg EGY,RW,25-058,85,1,0,0,0,5,1,0,0,29,0,0,0,1.1,1.1,0.0,2,1,14,20,70.0,2,21,3,1,1
4,James Milner,7.0,eng ENG,RM,31-220,5,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,0,1,4,25.0,0,1,1,0,0
5,Georginio Wijnaldum,5.0,nl NED,"LM,LW",26-274,90,0,0,0,0,2,0,0,0,52,1,1,0,0.1,0.1,0.1,1,0,31,43,72.1,6,27,1,0,0
6,Jordan Henderson,14.0,eng ENG,CM,27-056,90,0,0,0,0,0,0,0,0,73,2,1,1,0.0,0.0,0.1,2,0,46,68,67.6,9,33,0,0,0
7,Emre Can,23.0,de GER,"RM,LM",23-212,90,0,1,0,0,0,0,0,0,52,3,1,1,0.0,0.0,0.2,6,1,33,41,80.5,4,26,3,1,0
8,Alberto Moreno,18.0,es ESP,LB,25-038,90,0,0,0,0,1,1,0,0,73,5,1,2,0.1,0.1,0.0,4,1,43,58,74.1,0,24,3,2,2
9,Dejan Lovren,6.0,hr CRO,CB,28-038,90,0,0,0,0,1,1,0,0,76,1,2,1,0.1,0.1,0.0,1,0,56,67,83.6,7,34,1,0,0
10,Joël Matip,32.0,cm CMR,CB,26-004,90,0,0,0,0,1,0,0,0,70,1,2,0,0.2,0.2,0.0,0,0,47,57,82.5,3,32,2,0,0
11,Trent Alexander-Arnold,66.0,eng ENG,RB,18-309,89,0,0,0,0,0,0,1,0,74,5,3,2,0.0,0.0,0.3,2,0,43,59,72.9,1,26,1,1,0
12,Joe Gomez,12.0,eng ENG,RB,20-081,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,1,2,0,0,0
13,Simon Mignolet,22.0,be BEL,GK,29-159,90,0,0,0,0,0,0,1,0,44,0,0,0,0.0,0.0,0.0,0,0,28,42,66.7,0,22,0,0,0
14,14 Players,,,,,990,3,2,1,1,13,4,3,0,639,20,11,12,2.7,1.9,1.8,25,5,386,527,73.2,40,302,22,11,6
