,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Stefano Okaka,33.0,it ITA,FW,28-003,62,12,16,75.0,121,50,8,10,80.0,2,3,66.7,0,0,,0,0.2,0.1,1,3,0,0,2
1,Andre Gray,18.0,jm JAM,FW,26-047,28,5,5,100.0,48,8,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
2,Roberto Pereyra,37.0,ar ARG,LW,26-217,48,3,3,100.0,127,11,0,0,,1,1,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1
3,Richarlison,11.0,br BRA,LW,20-094,42,4,7,57.1,48,11,3,4,75.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
4,Nordin Amrabat,7.0,ma MAR,RW,30-134,90,18,37,48.6,191,39,14,17,82.4,0,7,0.0,2,4,50.0,0,0.1,0.1,1,1,1,1,0
5,Nathaniel Chalobah,14.0,eng ENG,LM,22-243,90,19,26,73.1,301,69,5,7,71.4,9,10,90.0,1,4,25.0,0,0.0,0.0,0,0,0,0,4
6,Abdoulaye Doucouré,16.0,ml MLI,CM,24-223,90,60,73,82.2,1054,307,22,26,84.6,30,36,83.3,4,4,100.0,0,0.1,0.0,2,2,1,0,5
7,Tom Cleverley,8.0,eng ENG,RM,28-000,90,32,46,69.6,505,127,15,17,88.2,8,14,57.1,5,7,71.4,0,0.0,0.0,0,4,0,0,4
8,José Holebas,25.0,gr GRE,LB,33-046,90,24,40,60.0,478,145,11,13,84.6,6,11,54.5,6,13,46.2,1,0.4,0.2,1,2,0,0,2
9,Miguel Britos,3.0,uy URU,CB,32-026,90,29,40,72.5,634,190,7,7,100.0,17,20,85.0,5,13,38.5,0,0.0,0.0,0,2,0,0,2
10,Younès Kaboul,4.0,fr FRA,CB,31-220,90,31,51,60.8,848,377,6,10,60.0,15,20,75.0,10,19,52.6,0,0.0,0.0,0,7,0,0,1
11,Daryl Janmaat,2.0,nl NED,RB,28-021,17,9,12,75.0,160,12,3,3,100.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0
12,Kiko Femenía,21.0,es ESP,RB,26-191,73,36,47,76.6,552,272,22,26,84.6,12,14,85.7,1,5,20.0,0,0.0,0.0,0,3,1,0,3
13,Heurelho Gomes,1.0,br BRA,GK,36-178,90,25,45,55.6,1018,846,1,1,100.0,8,8,100.0,16,36,44.4,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,307,448,68.5,6085,2464,120,144,83.3,114,153,74.5,53,109,48.6,1,0.6,0.5,5,27,3,1,24
