,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Steve Mounié,24.0,bj BEN,FW,22-325,90,0,0,0,0,0,0,1,0,33,0,1,2,0.0,0.0,0.1,2,0,12,23,52.2,1,19,0,1,0
1,Rajiv van La Parra,17.0,nl NED,LW,26-077,68,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,1,0,17,23,73.9,1,27,5,8,2
2,Collin Quaner,23.0,de GER,"RW,LM",26-063,22,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,1,9,1,2,0
3,Elias Kachunga,9.0,cd COD,"RW,LW",25-120,71,0,1,0,0,0,0,0,0,32,3,0,1,0.0,0.0,0.1,2,1,14,23,60.9,2,17,1,0,0
4,Kasey Palmer,45.0,jm JAM,"AM,RM",20-284,19,0,0,0,0,0,0,1,0,8,2,0,2,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0
5,Tom Ince,22.0,eng ENG,"AM,LW",25-202,89,0,0,0,0,4,1,0,0,44,1,1,2,0.2,0.2,0.0,1,0,26,35,74.3,5,26,3,2,1
6,Michael Hefele,44.0,de GER,CB,26-353,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0
7,Philip Billing,8.0,dk DEN,"DM,CM",21-070,90,0,0,0,0,0,0,1,0,71,4,2,1,0.0,0.0,0.0,0,0,49,60,81.7,1,37,2,1,1
8,Aaron Mooy,10.0,au AUS,"DM,CM",26-339,90,1,0,0,0,2,2,0,0,80,3,1,5,0.1,0.1,0.0,1,1,49,62,79.0,10,45,3,2,1
9,Chris Löwe,15.0,de GER,LB,28-126,90,0,0,0,0,0,0,0,0,77,3,2,3,0.0,0.0,0.0,0,0,52,65,80.0,3,39,3,0,0
10,Christopher Schindler,26.0,de GER,CB,27-113,90,0,0,0,0,0,0,0,0,91,5,5,2,0.0,0.0,0.0,0,0,62,71,87.3,3,51,0,0,0
11,Mathias Jørgensen,25.0,dk DEN,CB,27-119,90,0,0,0,0,0,0,0,0,50,3,2,2,0.0,0.0,0.0,0,0,30,42,71.4,3,31,1,0,0
12,Tommy Smith,2.0,eng ENG,RB,25-128,90,0,0,0,0,1,0,0,0,58,0,2,0,0.0,0.0,0.0,0,0,31,51,60.8,2,26,1,0,0
13,Jonas Lössl,1.0,dk DEN,GK,28-200,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,38,65.8,0,20,0,0,0
14,14 Players,,,,,990,1,1,0,0,7,3,3,0,638,24,18,20,0.3,0.3,0.1,7,2,375,505,74.3,32,350,20,16,5
