,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Glenn Murray,17.0,eng ENG,FW,33-328,65,12,14,85.7,137,15,10,10,100.0,1,3,33.3,0,0,,0,0.1,0.0,1,0,0,0,1
1,Tomer Hemed,10.0,il ISR,FW,30-109,25,3,4,75.0,42,0,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Pascal Groß,13.0,de GER,FW,26-065,61,17,26,65.4,202,38,12,13,92.3,3,8,37.5,0,2,0.0,0,0.0,0.0,0,1,0,0,2
3,Anthony Knockaert,11.0,fr FRA,"RM,FW",25-272,29,12,17,70.6,234,122,4,5,80.0,7,9,77.8,1,3,33.3,0,0.0,0.0,0,2,1,0,6
4,Jamie Murphy,15.0,sct SCO,LM,27-356,90,29,35,82.9,508,77,10,11,90.9,16,17,94.1,2,2,100.0,0,0.0,0.0,1,2,0,0,4
5,Davy Pröpper,24.0,nl NED,CM,25-351,90,54,65,83.1,1316,283,15,22,68.2,24,26,92.3,15,16,93.8,0,0.0,0.0,0,9,0,0,11
6,Dale Stephens,6.0,eng ENG,CM,28-068,90,62,73,84.9,1377,344,12,15,80.0,33,36,91.7,15,20,75.0,0,0.0,0.0,0,8,1,0,8
7,Solly March,20.0,eng ENG,"RM,FW",23-030,90,37,46,80.4,591,145,20,22,90.9,15,18,83.3,2,2,100.0,0,0.0,0.2,0,3,2,1,6
8,Markus Suttner,29.0,at AUT,LB,30-125,90,44,56,78.6,904,418,15,15,100.0,23,29,79.3,6,11,54.5,0,0.0,0.0,0,4,0,0,6
9,Lewis Dunk,5.0,eng ENG,CB,25-271,90,42,55,76.4,1031,320,6,7,85.7,24,26,92.3,12,19,63.2,0,0.0,0.0,0,1,0,0,2
10,Shane Duffy,22.0,ie IRL,CB,25-230,90,53,62,85.5,1184,471,9,9,100.0,31,33,93.9,13,20,65.0,0,0.0,0.0,0,0,0,0,0
11,Bruno,2.0,es ESP,RB,36-322,90,72,81,88.9,1387,486,27,27,100.0,36,42,85.7,9,12,75.0,0,0.0,0.0,0,6,1,1,9
12,Mathew Ryan,1.0,au AUS,GK,25-133,90,26,39,66.7,884,644,1,1,100.0,13,13,100.0,12,25,48.0,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,463,573,80.8,9797,3363,142,159,89.3,228,262,87.0,87,132,65.9,0,0.1,0.3,2,36,5,2,55
