,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Sandro Ramírez,9.0,es ESP,"FW,LW",22-034,76,0,0,0,0,2,0,0,0,29,1,0,0,0.1,0.1,0.0,2,1,13,22,59.1,2,16,1,3,0
1,Kevin Mirallas,11.0,be BEL,"LW,FW",29-311,14,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,4,8,50.0,0,3,1,0,0
2,Davy Klaassen,20.0,nl NED,"AM,CM",24-172,59,0,0,0,0,1,1,0,0,27,1,0,0,0.0,0.0,0.0,1,0,18,21,85.7,1,7,1,0,0
3,Tom Davies,26.0,eng ENG,CM,19-043,31,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,11,15,73.3,1,5,0,0,0
4,Wayne Rooney,10.0,eng ENG,"AM,RW",31-292,90,1,0,0,0,1,1,0,0,70,1,0,0,0.2,0.2,0.1,3,0,48,58,82.8,7,34,2,2,0
5,Idrissa Gana Gueye,17.0,sn SEN,"CM,RM",27-320,90,0,0,0,0,2,1,0,0,86,5,3,2,0.1,0.1,0.0,2,0,59,70,84.3,8,42,1,1,1
6,Morgan Schneiderlin,2.0,fr FRA,"CM,LM",27-277,90,0,0,0,0,0,0,0,0,69,5,6,0,0.0,0.0,0.0,0,0,48,55,87.3,1,31,1,0,0
7,Leighton Baines,3.0,eng ENG,"WB,LB",32-244,90,0,0,0,0,0,0,0,0,40,0,1,0,0.0,0.0,0.0,2,0,24,35,68.6,2,22,0,1,0
8,Dominic Calvert-Lewin,29.0,eng ENG,"WB,FW,LW",20-149,90,0,1,0,0,3,1,0,0,34,0,0,1,0.2,0.2,0.3,2,1,19,25,76.0,2,19,2,0,0
9,Phil Jagielka,6.0,eng ENG,CB,34-360,90,0,0,0,0,0,0,0,0,81,0,3,0,0.0,0.0,0.0,0,0,50,67,74.6,2,37,1,0,0
10,Ashley Williams,5.0,wls WAL,CB,32-354,45,0,0,0,0,0,0,0,0,46,0,3,1,0.0,0.0,0.0,0,0,36,37,97.3,0,29,0,0,0
11,Cuco Martina,15.0,cw CUW,"RB,CB",27-321,45,0,0,0,0,0,0,1,0,39,1,1,0,0.0,0.0,0.1,1,0,21,30,70.0,2,16,0,0,0
12,Michael Keane,4.0,eng ENG,CB,24-213,90,0,0,0,0,0,0,0,0,86,1,2,2,0.0,0.0,0.0,0,0,57,69,82.6,4,37,1,0,0
13,Jordan Pickford,1.0,eng ENG,GK,23-158,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,17,33,51.5,0,15,0,0,0
14,14 Players,,,,,990,1,1,0,0,9,4,1,0,670,17,19,6,0.6,0.6,0.5,13,2,425,545,78.0,32,313,11,7,1
