,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Sam Vokes,9.0,wls WAL,FW,27-302,90,13,24,54.2,164,25,8,13,61.5,5,10,50.0,0,0,,0,0.1,0.0,2,0,0,0,1
1,Jeff Hendrick,13.0,ie IRL,"FW,LM",25-200,90,30,39,76.9,580,90,12,17,70.6,14,15,93.3,3,5,60.0,0,0.2,0.1,1,4,2,1,3
2,Robbie Brady,12.0,ie IRL,LM,25-217,77,31,46,67.4,462,109,20,23,87.0,6,8,75.0,4,12,33.3,0,0.4,0.2,2,2,1,1,3
3,Jonathan Walters,19.0,ie IRL,LW,33-333,13,1,4,25.0,15,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
4,Steven Defour,16.0,be BEL,"CM,RM",29-126,90,65,77,84.4,1246,393,24,24,100.0,33,38,86.8,8,13,61.5,0,0.1,0.1,2,9,1,1,12
5,Jack Cork,4.0,eng ENG,CM,28-055,90,54,66,81.8,1058,313,21,25,84.0,23,26,88.5,9,13,69.2,0,0.0,0.0,1,7,1,0,11
6,Jóhann Berg Guðmundsson,17.0,is ISL,RM,26-296,78,23,27,85.2,354,82,12,12,100.0,9,11,81.8,1,3,33.3,0,0.1,0.0,2,2,2,1,2
7,Ashley Barnes,10.0,eng ENG,RW,27-293,12,2,4,50.0,31,16,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,1,0
8,Stephen Ward,23.0,ie IRL,LB,31-364,90,39,53,73.6,814,316,12,14,85.7,20,26,76.9,7,12,58.3,0,0.1,0.0,1,5,0,0,4
9,Ben Mee,6.0,eng ENG,CB,27-332,90,42,48,87.5,1001,552,12,12,100.0,18,22,81.8,12,14,85.7,0,0.0,0.0,1,7,0,0,4
10,James Tarkowski,5.0,eng ENG,CB,24-273,90,43,54,79.6,914,488,15,16,93.8,18,20,90.0,10,17,58.8,0,0.0,0.1,0,3,2,1,4
11,Matthew Lowton,2.0,eng ENG,RB,28-071,90,42,58,72.4,834,225,15,18,83.3,24,30,80.0,3,8,37.5,0,0.0,0.0,0,9,1,1,8
12,Tom Heaton,1.0,eng ENG,GK,31-126,90,21,33,63.6,677,518,1,1,100.0,11,11,100.0,9,21,42.9,0,0.0,0.0,0,2,0,0,0
13,13 Players,,,,,990,406,533,76.2,8150,3127,154,181,85.1,182,218,83.5,66,118,55.9,0,0.9,0.7,12,50,11,7,52
