,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Harry Kane,10.0,eng ENG,FW,24-016,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
1,Christian Eriksen,23.0,dk DEN,"LW,RW,AM",25-180,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
2,Moussa Sissoko,17.0,fr FRA,RW,27-362,57,3,2,2,0,1,1,1,100.0,0,0,0,0,0,3,0,0
3,Son Heung-min,7.0,kr KOR,"LW,RW",25-036,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Dele Alli,20.0,eng ENG,AM,21-124,81,2,2,1,1,0,0,0,,0,1,0,1,1,3,2,0
5,Victor Wanyama,12.0,ke KEN,"DM,AM",26-049,9,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
6,Mousa Dembélé,19.0,be BEL,"DM,AM",30-028,89,2,1,2,0,0,0,2,0.0,2,1,0,1,0,2,1,0
7,Harry Winks,29.0,eng ENG,"RW,AM",21-192,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
8,Eric Dier,15.0,eng ENG,DM,23-210,90,2,1,0,2,0,1,1,100.0,0,2,0,2,2,4,3,0
9,Ben Davies,33.0,wls WAL,LB,24-111,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,4,0
10,Jan Vertonghen,5.0,be BEL,CB,30-111,90,1,1,0,0,1,0,0,,0,0,0,0,1,2,4,0
11,Toby Alderweireld,4.0,be BEL,CB,28-164,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,5,0
12,Kyle Walker-Peters,37.0,eng ENG,RB,20-122,90,2,1,2,0,0,0,1,0.0,1,1,0,1,0,2,3,0
13,Hugo Lloris,1.0,fr FRA,GK,30-230,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,14 Players,,,,,990,16,11,8,6,2,2,6,33.3,4,5,0,5,5,21,26,0
