,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Benik Afobe,9.0,cd COD,FW,24-188,58,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0
1,Jermain Defoe,18.0,eng ENG,FW,34-316,32,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
2,Joshua King,17.0,no NOR,FW,25-216,90,16,13,3,0,0,0,0,0,0,0,0,0,12,0,1
3,Jordon Ibe,33.0,eng ENG,LM,21-254,59,23,20,3,1,0,0,2,0,2,2,0,0,19,0,0
4,Marc Pugh,7.0,eng ENG,LM,30-139,31,18,16,2,0,0,0,1,2,0,0,0,0,13,0,0
5,Harry Arter,8.0,ie IRL,CM,27-234,90,60,58,2,2,0,0,0,0,0,0,0,0,47,0,0
6,Andrew Surman,6.0,eng ENG,CM,30-364,90,64,58,6,3,0,0,3,0,3,2,0,0,49,0,0
7,Ryan Fraser,24.0,sct SCO,RM,23-176,77,25,19,5,2,0,0,4,0,3,1,1,0,12,1,1
8,Lys Mousset,31.0,fr FRA,RM,21-192,13,4,4,0,0,0,0,1,0,0,0,0,0,2,0,2
9,Charlie Daniels,11.0,eng ENG,LB,30-346,90,64,53,11,3,0,1,4,8,0,0,0,0,48,0,2
10,Nathan Aké,5.0,nl NED,CB,22-182,90,57,54,3,3,0,0,0,0,0,0,0,0,48,0,1
11,Steve Cook,3.0,eng ENG,CB,26-122,90,67,62,5,3,0,0,0,2,0,0,0,0,53,0,0
12,Adam Smith,15.0,eng ENG,RB,26-112,90,44,33,11,2,0,0,0,9,0,0,0,0,35,0,0
13,Asmir Begović,27.0,ba BIH,GK,30-060,90,29,21,8,2,0,0,0,0,0,0,0,0,21,0,0
14,14 Players,,,,,990,483,423,59,21,0,1,15,21,8,5,1,0,366,1,7
