,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Harry Kane,10.0,eng ENG,FW,24-016,90,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,50.0
1,Christian Eriksen,23.0,dk DEN,"LW,RW,AM",25-180,90,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0.0
2,Moussa Sissoko,17.0,fr FRA,RW,27-362,57,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,50.0
3,Son Heung-min,7.0,kr KOR,"LW,RW",25-036,33,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
4,Dele Alli,20.0,eng ENG,AM,21-124,81,0,0,0,4,1,0,0,1,2,0,0,0,5,1,0,100.0
5,Victor Wanyama,12.0,ke KEN,"DM,AM",26-049,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6,Mousa Dembélé,19.0,be BEL,"DM,AM",30-028,89,0,0,0,1,1,0,0,0,1,0,0,0,8,0,0,
7,Harry Winks,29.0,eng ENG,"RW,AM",21-192,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
8,Eric Dier,15.0,eng ENG,DM,23-210,90,0,0,0,0,0,0,2,2,1,0,0,0,6,3,2,60.0
9,Ben Davies,33.0,wls WAL,LB,24-111,90,1,0,0,2,1,0,5,0,1,0,0,0,7,1,3,25.0
10,Jan Vertonghen,5.0,be BEL,CB,30-111,90,0,0,0,0,1,0,0,1,1,0,0,0,3,3,0,100.0
11,Toby Alderweireld,4.0,be BEL,CB,28-164,90,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,50.0
12,Kyle Walker-Peters,37.0,eng ENG,RB,20-122,90,0,0,0,0,2,0,5,0,1,0,0,0,4,1,3,25.0
13,Hugo Lloris,1.0,fr FRA,GK,30-230,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
14,14 Players,,,,,990,2,0,0,10,6,1,19,5,11,0,0,0,46,15,14,51.7
