,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Steve Mounié,24.0,bj BEN,FW,22-325,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,2,0
1,Rajiv van La Parra,17.0,nl NED,LW,26-077,68,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
2,Collin Quaner,23.0,de GER,"RW,LM",26-063,22,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
3,Elias Kachunga,9.0,cd COD,"RW,LW",25-120,71,3,3,1,1,1,0,1,0.0,1,1,0,1,0,3,1,0
4,Kasey Palmer,45.0,jm JAM,"AM,RM",20-284,19,2,0,1,1,0,1,2,50.0,1,2,0,2,0,2,0,0
5,Tom Ince,22.0,eng ENG,"AM,LW",25-202,89,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,1,0
6,Michael Hefele,44.0,de GER,CB,26-353,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
7,Philip Billing,8.0,dk DEN,"DM,CM",21-070,90,4,1,3,1,0,2,2,100.0,0,1,0,1,2,6,2,0
8,Aaron Mooy,10.0,au AUS,"DM,CM",26-339,90,3,1,1,2,0,0,1,0.0,1,5,1,4,1,4,4,0
9,Chris Löwe,15.0,de GER,LB,28-126,90,3,3,2,1,0,2,2,100.0,0,3,2,1,2,5,3,0
10,Christopher Schindler,26.0,de GER,CB,27-113,90,5,4,3,2,0,0,1,0.0,1,2,1,1,5,10,12,0
11,Mathias Jørgensen,25.0,dk DEN,CB,27-119,90,3,0,2,1,0,2,3,66.7,1,2,1,1,2,5,0,0
12,Tommy Smith,2.0,eng ENG,RB,25-128,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0
13,Jonas Lössl,1.0,dk DEN,GK,28-200,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,14 Players,,,,,990,24,13,14,9,1,7,16,43.8,9,20,5,15,18,42,31,0
