,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Steve Mounié,24.0,bj BEN,FW,22-317,85,13,27,48.1,160,21,8,11,72.7,3,12,25.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1
1,Rajiv van La Parra,17.0,nl NED,"LW,FW",26-069,5,2,3,66.7,12,4,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2,Tom Ince,22.0,eng ENG,"LW,AM",25-194,90,8,18,44.4,154,15,3,7,42.9,4,5,80.0,1,5,20.0,0,0.0,0.0,0,0,0,0,0
3,Elias Kachunga,9.0,cd COD,"RW,FW",25-112,90,8,10,80.0,125,28,6,6,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
4,Kasey Palmer,45.0,jm JAM,AM,20-276,71,11,15,73.3,131,60,8,11,72.7,3,3,100.0,0,1,0.0,0,0.0,0.2,0,1,1,0,2
5,Collin Quaner,23.0,de GER,"AM,RW",26-055,19,4,6,66.7,72,13,2,3,66.7,2,2,100.0,0,1,0.0,1,0.1,0.1,1,0,0,0,0
6,Philip Billing,8.0,dk DEN,DM,21-062,90,38,51,74.5,699,154,16,18,88.9,15,22,68.2,5,9,55.6,0,0.0,0.0,0,3,1,0,4
7,Aaron Mooy,10.0,au AUS,DM,26-331,90,44,61,72.1,717,285,19,24,79.2,16,19,84.2,5,12,41.7,1,0.4,0.3,3,3,1,1,5
8,Chris Löwe,15.0,de GER,LB,28-118,90,30,43,69.8,489,218,13,14,92.9,12,15,80.0,2,8,25.0,0,0.0,0.0,0,1,0,0,3
9,Christopher Schindler,26.0,de GER,CB,27-105,90,12,14,85.7,329,183,2,2,100.0,7,7,100.0,3,5,60.0,0,0.8,0.3,1,2,0,0,0
10,Mathias Jørgensen,25.0,dk DEN,CB,27-111,90,18,33,54.5,332,182,8,11,72.7,8,15,53.3,2,7,28.6,0,0.0,0.0,0,2,0,0,2
11,Tommy Smith,2.0,eng ENG,RB,25-120,56,14,28,50.0,279,151,4,8,50.0,7,12,58.3,2,5,40.0,0,0.0,0.0,1,0,1,0,1
12,Danny Williams,19.0,us USA,RB,28-157,34,9,13,69.2,151,43,2,3,66.7,5,7,71.4,1,1,100.0,0,0.0,0.0,0,0,0,0,0
13,Jonas Lössl,1.0,dk DEN,GK,28-192,90,19,34,55.9,931,808,0,0,,4,5,80.0,15,29,51.7,0,0.0,0.0,0,2,0,0,0
14,14 Players,,,,,990,230,356,64.6,4581,2165,93,121,76.9,87,125,69.6,37,85,43.5,2,1.3,0.9,6,15,4,1,18
