,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jamie Vardy,9.0,eng ENG,FW,30-212,90,12,11,1,0,0,0,1,0,0,0,0,0,9,0,1
1,Shinji Okazaki,20.0,jp JPN,FW,31-117,71,22,19,3,0,1,0,1,0,0,0,0,0,10,0,0
2,Daniel Amartey,18.0,gh GHA,CM,22-233,19,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
3,Marc Albrighton,11.0,eng ENG,LM,27-266,87,25,22,2,1,0,0,6,0,1,0,0,0,16,1,3
4,Demarai Gray,7.0,eng ENG,LM,21-044,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
5,Wilfred Ndidi,25.0,ng NGA,"CM,DM",20-238,90,22,21,0,0,0,1,0,0,0,0,0,0,13,1,0
6,Matty James,22.0,eng ENG,CM,26-020,81,16,16,0,0,0,0,0,0,0,0,0,0,11,0,1
7,Kelechi Iheanacho,8.0,ng NGA,FW,20-312,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
8,Riyad Mahrez,26.0,dz ALG,RM,26-171,90,34,30,4,1,1,2,4,0,3,2,0,0,24,0,1
9,Christian Fuchs,28.0,at AUT,LB,31-126,90,49,33,16,0,0,2,4,16,0,0,0,0,26,0,1
10,Harry Maguire,15.0,eng ENG,CB,24-159,90,26,26,0,0,0,1,1,0,0,0,0,0,18,0,0
11,Wes Morgan,5.0,jm JAM,CB,33-202,90,16,16,0,0,0,1,0,0,0,0,0,0,12,0,0
12,Danny Simpson,2.0,eng ENG,RB,30-219,90,44,28,16,1,0,0,1,15,0,0,0,0,29,0,2
13,Kasper Schmeichel,1.0,dk DEN,GK,30-279,90,37,14,22,11,0,1,0,0,0,0,0,0,17,1,0
14,14 Players,,,,,990,315,247,65,14,2,8,18,31,4,2,0,0,192,3,9
