,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Alexandre Lacazette,9.0,fr FRA,FW,26-083,77,47,0,1,19,28,6,47,0,0,,0,,28,109,33,1,1,0,4,0,31,11
1,Theo Walcott,14.0,eng ENG,RW,28-156,13,3,0,0,2,1,0,3,0,0,,0,,3,11,0,0,0,0,0,1,4,2
2,Danny Welbeck,23.0,eng ENG,"AM,LW",26-266,90,32,2,2,7,23,5,32,1,0,0.0,1,100.0,28,199,78,3,2,1,1,2,32,16
3,Mesut Özil,11.0,de GER,AM,28-308,90,106,0,1,50,55,3,106,4,3,75.0,1,25.0,84,567,300,7,8,1,0,1,96,13
4,Granit Xhaka,29.0,ch SUI,CM,24-326,78,113,0,7,83,23,0,113,1,1,100.0,0,0.0,85,426,256,3,2,0,2,2,93,0
5,Alex Iwobi,17.0,ng NGA,DM,21-108,12,24,0,1,12,11,0,24,0,0,,0,,21,154,111,2,3,0,0,0,21,3
6,Aaron Ramsey,8.0,wls WAL,"CM,DM",26-236,90,96,0,9,53,37,5,96,5,4,80.0,1,20.0,73,391,198,1,3,0,3,2,82,9
7,Héctor Bellerín,24.0,es ESP,"WB,LB",22-153,90,83,1,10,39,34,8,83,0,0,,0,,47,226,140,2,1,1,1,4,58,18
8,Alex Oxlade-Chamberlain,15.0,eng ENG,"WB,RB",24-004,90,80,3,14,35,35,1,80,8,7,87.5,1,12.5,46,450,252,7,7,1,3,2,50,8
9,Sead Kolašinac,31.0,ba BIH,CB,24-060,65,60,1,17,40,3,1,60,1,1,100.0,0,0.0,43,185,102,2,0,0,0,0,47,0
10,Olivier Giroud,12.0,fr FRA,"FW,CB",30-323,25,8,0,0,1,7,3,8,0,0,,0,,4,14,0,1,0,0,0,1,8,3
11,Nacho Monreal,18.0,es ESP,CB,31-174,90,88,1,40,41,7,0,88,0,0,,0,,61,264,129,0,3,0,0,0,67,1
12,Shkodran Mustafi,20.0,de GER,CB,25-124,90,95,2,26,55,16,2,95,0,0,,0,,72,439,260,3,5,0,0,0,75,1
13,Petr Čech,33.0,cz CZE,GK,35-091,90,26,22,26,0,0,0,26,0,0,,0,,11,46,32,0,0,0,0,0,9,0
14,14 Players,,,,,990,861,32,154,437,280,34,861,20,16,80.0,4,20.0,606,3481,1891,32,35,4,14,15,673,85
