,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Tammy Abraham,10.0,eng ENG,"FW,RW",19-314,80,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0
1,Kyle Bartley,27.0,eng ENG,RW,26-082,10,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
2,Jordan Ayew,18.0,gh GHA,"FW,LW",25-335,90,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,4,0
3,Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,85,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
4,Oliver McBurnie,62.0,sct SCO,FW,21-069,5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
5,Tom Carroll,14.0,eng ENG,LM,25-076,90,2,1,2,0,0,0,1,0.0,1,2,1,1,2,4,0,0
6,Leon Britton,7.0,eng ENG,CM,34-330,73,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,1,0
7,Jay Fulton,56.0,sct SCO,CM,23-133,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
8,Leroy Fer,8.0,nl NED,RM,27-219,90,5,3,2,2,1,1,2,50.0,1,0,0,0,0,5,2,1
9,Martin Olsson,16.0,se SWE,LB,29-087,90,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,4,0
10,Alfie Mawson,6.0,eng ENG,CB,23-205,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,8,0
11,Federico Fernández,33.0,ar ARG,CB,28-172,90,1,1,1,0,0,0,0,,0,4,4,0,1,2,11,0
12,Kyle Naughton,26.0,eng ENG,RB,28-268,90,1,1,0,1,0,1,1,100.0,0,7,3,4,5,6,5,0
13,Łukasz Fabiański,1.0,pl POL,GK,32-116,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,11,8,5,4,2,2,8,25.0,6,25,11,14,8,19,41,1
