,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Steve Mounié,24.0,bj BEN,FW,22-317,85,43,5,6,19,19,3,43,2,1,50.0,1,50.0,20,104,36,2,1,1,3,4,27,3
1,Rajiv van La Parra,17.0,nl NED,"LW,FW",26-069,5,5,0,0,1,4,0,5,1,0,0.0,1,100.0,5,14,0,0,0,0,0,1,5,1
2,Tom Ince,22.0,eng ENG,"LW,AM",25-194,90,28,1,8,11,11,3,28,4,1,25.0,3,75.0,14,111,40,2,1,3,0,2,14,3
3,Elias Kachunga,9.0,cd COD,"RW,FW",25-112,90,24,1,5,10,9,2,24,1,0,0.0,1,100.0,14,88,28,1,0,0,2,3,16,3
4,Kasey Palmer,45.0,jm JAM,AM,20-276,71,19,1,1,9,9,0,19,1,1,100.0,0,0.0,11,98,24,1,1,0,0,4,14,0
5,Collin Quaner,23.0,de GER,"AM,RW",26-055,19,8,1,3,2,3,1,8,1,1,100.0,0,0.0,3,40,33,2,0,1,0,0,4,0
6,Philip Billing,8.0,dk DEN,DM,21-062,90,61,7,19,31,11,0,61,0,0,,0,,17,57,29,0,1,0,0,0,27,1
7,Aaron Mooy,10.0,au AUS,DM,26-331,90,70,3,16,26,30,0,70,0,0,,0,,26,163,51,2,1,0,1,2,42,2
8,Chris Löwe,15.0,de GER,LB,28-118,90,54,2,20,19,15,0,54,0,0,,0,,17,115,46,0,2,0,1,2,24,3
9,Christopher Schindler,26.0,de GER,CB,27-105,90,20,4,16,3,1,1,20,0,0,,0,,6,11,0,0,0,0,0,0,10,0
10,Mathias Jørgensen,25.0,dk DEN,CB,27-111,90,44,6,27,15,2,2,44,0,0,,0,,7,27,14,0,0,0,0,0,20,0
11,Tommy Smith,2.0,eng ENG,RB,25-120,56,34,2,13,14,8,1,34,1,1,100.0,0,0.0,4,32,21,1,1,0,0,0,9,0
12,Danny Williams,19.0,us USA,RB,28-157,34,15,1,4,6,5,0,15,0,0,,0,,5,34,12,1,0,0,0,0,6,1
13,Jonas Lössl,1.0,dk DEN,GK,28-192,90,35,33,35,0,0,0,35,0,0,,0,,18,166,118,0,0,0,0,0,8,0
14,14 Players,,,,,990,460,67,173,166,127,13,460,11,5,45.5,6,54.5,167,1060,452,12,8,5,7,18,226,17
