,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Steve Mounié,24.0,bj BEN,FW,22-317,85,2,0,0,0,3,2,1,0,43,0,0,1,0.4,0.4,0.0,1,0,13,27,48.1,1,20,2,2,1
1,Rajiv van La Parra,17.0,nl NED,"LW,FW",26-069,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,5,0,1,0
2,Tom Ince,22.0,eng ENG,"LW,AM",25-194,90,0,0,0,0,1,1,0,0,28,4,0,3,0.1,0.1,0.0,1,0,8,18,44.4,0,14,2,4,1
3,Elias Kachunga,9.0,cd COD,"RW,FW",25-112,90,0,0,0,0,0,0,0,0,24,6,0,1,0.0,0.0,0.0,0,0,8,10,80.0,0,14,1,1,0
4,Kasey Palmer,45.0,jm JAM,AM,20-276,71,0,0,0,0,1,1,1,0,19,1,0,0,0.0,0.0,0.0,1,0,11,15,73.3,2,11,1,1,1
5,Collin Quaner,23.0,de GER,"AM,RW",26-055,19,0,1,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.1,1,1,4,6,66.7,0,3,2,1,1
6,Philip Billing,8.0,dk DEN,DM,21-062,90,0,0,0,0,1,1,0,0,61,2,1,0,0.0,0.0,0.0,0,0,38,51,74.5,4,17,0,0,0
7,Aaron Mooy,10.0,au AUS,DM,26-331,90,0,1,0,0,0,0,0,0,70,4,3,1,0.0,0.0,0.4,4,1,44,61,72.1,5,26,2,0,0
8,Chris Löwe,15.0,de GER,LB,28-118,90,0,0,0,0,1,1,0,0,54,5,0,1,0.0,0.0,0.0,3,1,30,43,69.8,3,17,0,0,0
9,Christopher Schindler,26.0,de GER,CB,27-105,90,0,0,0,0,0,0,0,0,20,3,1,0,0.0,0.0,0.8,1,0,12,14,85.7,0,6,0,0,0
10,Mathias Jørgensen,25.0,dk DEN,CB,27-111,90,0,0,0,0,2,0,0,0,44,0,3,1,0.9,0.9,0.0,0,0,18,33,54.5,2,7,0,0,0
11,Tommy Smith,2.0,eng ENG,RB,25-120,56,0,0,0,0,0,0,1,0,34,2,1,1,0.0,0.0,0.0,1,0,14,28,50.0,1,4,1,1,1
12,Danny Williams,19.0,us USA,RB,28-157,34,0,0,0,0,0,0,0,0,15,1,0,2,0.0,0.0,0.0,0,0,9,13,69.2,0,5,1,0,0
13,Jonas Lössl,1.0,dk DEN,GK,28-192,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,1,19,34,55.9,0,18,0,0,0
14,14 Players,,,,,990,2,2,0,0,9,6,3,0,460,28,9,12,1.5,1.5,1.3,14,4,230,356,64.6,18,167,12,11,5
