,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Benik Afobe,9.0,cd COD,FW,24-181,63,11,1,1,2,8,3,11,0,0,,0,,9,56,17,1,0,1,1,1,10,2
1,Jermain Defoe,18.0,eng ENG,FW,34-309,27,4,0,0,0,4,1,4,0,0,,0,,4,17,6,0,0,0,0,1,5,2
2,Joshua King,17.0,no NOR,FW,25-209,90,31,1,2,16,14,4,31,3,3,100.0,0,0.0,14,158,22,1,1,2,2,3,29,10
3,Marc Pugh,7.0,eng ENG,LM,30-132,45,26,0,1,17,8,1,26,1,0,0.0,1,100.0,10,76,18,1,0,0,1,1,24,7
4,Jordon Ibe,33.0,eng ENG,"RM,LM",21-247,45,37,2,4,15,20,1,37,2,0,0.0,2,100.0,25,284,83,3,4,1,0,2,31,4
5,Harry Arter,8.0,ie IRL,CM,27-227,90,111,0,14,86,12,0,111,1,0,0.0,1,100.0,59,372,170,4,1,0,0,1,96,0
6,Andrew Surman,6.0,eng ENG,CM,30-357,90,111,3,15,77,19,0,111,0,0,,0,,40,243,76,1,1,0,0,0,83,1
7,Ryan Fraser,24.0,sct SCO,"LM,RM",23-169,90,59,0,4,17,38,3,59,0,0,,0,,29,158,20,1,0,0,1,2,47,17
8,Charlie Daniels,11.0,eng ENG,LB,30-339,90,82,3,23,34,26,1,82,0,0,,0,,29,226,76,1,2,1,1,0,58,9
9,Nathan Aké,5.0,nl NED,CB,22-175,90,70,8,44,24,2,1,70,0,0,,0,,24,133,55,0,0,0,0,0,45,1
10,Steve Cook,3.0,eng ENG,CB,26-115,90,71,5,36,31,4,1,71,0,0,,0,,27,189,122,2,0,0,0,1,49,1
11,Simon Francis,2.0,eng ENG,RB,32-177,79,83,3,24,34,26,0,83,2,2,100.0,0,0.0,28,183,66,1,0,0,2,2,55,11
12,Adam Smith,15.0,eng ENG,RB,26-105,11,6,0,2,2,2,0,6,0,0,,0,,3,13,4,0,0,0,0,1,6,2
13,Asmir Begović,27.0,ba BIH,GK,30-053,90,34,32,34,0,0,0,34,0,0,,0,,6,46,25,0,0,0,0,0,10,0
14,14 Players,,,,,990,736,58,204,355,183,16,736,9,5,55.6,4,44.4,307,2154,760,16,9,5,8,15,548,67
