,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Benik Afobe,9.0,cd COD,FW,24-188,58,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
1,Jermain Defoe,18.0,eng ENG,FW,34-316,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Joshua King,17.0,no NOR,FW,25-216,90,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,1,0
3,Jordon Ibe,33.0,eng ENG,LM,21-254,59,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
4,Marc Pugh,7.0,eng ENG,LM,30-139,31,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
5,Harry Arter,8.0,ie IRL,CM,27-234,90,0,0,0,0,0,0,2,0.0,2,3,2,1,1,1,0,0
6,Andrew Surman,6.0,eng ENG,CM,30-364,90,3,2,1,1,1,2,3,66.7,1,0,0,0,2,5,5,0
7,Ryan Fraser,24.0,sct SCO,RM,23-176,77,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
8,Lys Mousset,31.0,fr FRA,RM,21-192,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
9,Charlie Daniels,11.0,eng ENG,LB,30-346,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,0
10,Nathan Aké,5.0,nl NED,CB,22-182,90,3,1,2,1,0,1,1,100.0,0,2,1,1,1,4,8,0
11,Steve Cook,3.0,eng ENG,CB,26-122,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0
12,Adam Smith,15.0,eng ENG,RB,26-112,90,3,2,1,2,0,2,5,40.0,3,1,0,1,1,4,5,0
13,Asmir Begović,27.0,ba BIH,GK,30-060,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,11,7,4,6,1,5,14,35.7,9,13,5,8,8,19,34,0
