,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Andre Gray,18.0,jm JAM,FW,26-054,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
1,Richarlison,11.0,br BRA,LW,20-101,79,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0
2,Étienne Capoue,29.0,fr FRA,"CM,LW",29-039,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
3,Nordin Amrabat,7.0,ma MAR,RW,30-141,81,3,2,0,3,0,0,2,0.0,2,0,0,0,0,3,1,0
4,Christian Kabasele,27.0,be BEL,RB,26-176,9,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
5,Nathaniel Chalobah,14.0,eng ENG,"LM,FW",22-250,89,4,3,1,3,0,1,1,100.0,0,1,1,0,0,4,1,0
6,Ben Watson,23.0,eng ENG,CM,32-041,1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
7,Abdoulaye Doucouré,16.0,ml MLI,"CM,DM",24-230,90,2,2,1,1,0,1,1,100.0,0,1,1,0,1,3,1,0
8,Tom Cleverley,8.0,eng ENG,"RM,LM",28-007,90,2,2,1,1,0,1,1,100.0,0,2,0,2,1,3,1,0
9,José Holebas,25.0,gr GRE,LB,33-053,90,2,0,1,1,0,0,1,0.0,1,1,0,1,3,5,3,0
10,Miguel Britos,3.0,uy URU,CB,32-033,90,0,0,0,0,0,0,0,,0,2,1,1,2,2,6,0
11,Sebastian Prödl,5.0,at AUT,CB,30-059,90,1,1,1,0,0,0,0,,0,2,0,2,4,5,7,0
12,Kiko Femenía,21.0,es ESP,"RB,RM",26-198,90,2,1,2,0,0,0,1,0.0,1,0,0,0,6,8,1,0
13,Heurelho Gomes,1.0,br BRA,GK,36-185,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,14 Players,,,,,990,20,13,9,10,1,3,9,33.3,6,9,3,6,18,38,27,0
