,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Dwight Gayle,9.0,eng ENG,FW,26-300,75,4,11,36.4,42,4,4,9,44.4,0,0,,0,2,0.0,0,0.0,0.0,0,1,0,0,0
1,Mikel Merino,23.0,es ESP,CM,21-052,15,12,15,80.0,253,52,4,4,100.0,2,3,66.7,3,5,60.0,0,0.0,0.0,0,3,0,0,2
2,Christian Atsu,30.0,gh GHA,"LW,LM,AM",25-215,90,8,18,44.4,113,21,6,11,54.5,2,4,50.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2
3,Matt Ritchie,11.0,sct SCO,"RW,RM,WB",27-337,90,26,35,74.3,399,146,13,14,92.9,9,11,81.8,2,4,50.0,0,0.0,0.0,1,2,0,0,3
4,Ayoze Pérez,17.0,es ESP,"AM,CM,FW",24-015,90,8,15,53.3,117,51,4,6,66.7,2,4,50.0,1,3,33.3,0,0.1,0.0,1,2,0,0,2
5,Isaac Hayden,14.0,eng ENG,"DM,CM",22-144,90,22,29,75.9,299,48,14,14,100.0,8,10,80.0,0,1,0.0,0,0.0,0.1,1,0,2,1,2
6,Jonjo Shelvey,8.0,eng ENG,DM,25-167,47,6,13,46.2,145,69,1,1,100.0,3,4,75.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0
7,Paul Dummett,3.0,wls WAL,LB,25-321,6,6,6,100.0,116,55,1,1,100.0,4,4,100.0,1,1,100.0,0,0.1,0.1,1,2,1,0,2
8,Jamaal Lascelles,6.0,eng ENG,CB,23-275,84,14,23,60.9,319,113,4,8,50.0,9,12,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
9,Ciaran Clark,2.0,ie IRL,"LB,CB",27-321,90,27,39,69.2,606,305,9,11,81.8,12,17,70.6,5,8,62.5,0,0.0,0.0,0,2,0,0,1
10,Florian Lejeune,20.0,fr FRA,CB,26-085,33,6,10,60.0,96,46,1,1,100.0,4,5,80.0,0,2,0.0,0,0.0,0.0,0,0,0,0,1
11,Chancel Mbemba,18.0,cd COD,CB,23-005,57,13,14,92.9,225,94,6,6,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,1,0,0,0
12,Javier Manquillo,19.0,es ESP,"RB,WB",23-100,90,22,34,64.7,280,149,13,18,72.2,8,12,66.7,0,2,0.0,0,0.5,0.0,1,0,0,0,2
13,Rob Elliot,1.0,ie IRL,GK,31-105,90,12,34,35.3,500,421,0,0,,3,3,100.0,9,31,29.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,947,186,296,62.8,3510,1574,80,104,76.9,72,96,75.0,25,70,35.7,0,0.7,0.2,5,13,4,1,17
