,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Michy Batshuayi,23.0,be BEL,FW,23-314,58,18,14,4,0,0,0,0,0,0,0,0,0,12,0,2
1,Álvaro Morata,9.0,es ESP,FW,24-293,32,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
2,Jeremie Boga,38.0,ci CIV,AM,20-221,17,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
3,Andreas Christensen,27.0,dk DEN,CB,21-124,72,47,46,0,0,0,0,0,0,0,0,0,0,42,1,1
4,Charly Musonda Jr.,17.0,be BEL,CB,20-301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Willian,22.0,br BRA,AM,29-003,90,57,50,7,2,0,0,7,2,3,1,2,0,40,0,1
6,N'Golo Kanté,7.0,fr FRA,CM,26-136,90,61,61,0,0,0,1,1,0,0,0,0,0,54,0,2
7,Cesc Fàbregas,4.0,es ESP,CM,30-100,80,93,83,10,5,0,1,7,0,5,1,3,0,77,0,0
8,Marcos Alonso,3.0,es ESP,WB,26-227,90,41,39,2,0,0,0,4,2,0,0,0,0,35,0,2
9,César Azpilicueta,28.0,es ESP,WB,27-349,90,71,63,8,1,0,1,6,7,0,0,0,0,57,0,1
10,Gary Cahill,24.0,eng ENG,CB,31-236,13,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
11,David Luiz,30.0,br BRA,CB,30-112,90,46,45,1,1,0,0,1,0,0,0,0,0,39,0,0
12,Antonio Rüdiger,2.0,de GER,CB,24-162,90,75,71,3,1,0,2,0,2,0,0,0,0,67,1,0
13,Thibaut Courtois,13.0,be BEL,GK,25-093,90,38,33,5,1,0,0,0,0,0,0,0,0,24,0,0
14,14 Players,,,,,903,568,526,40,11,0,5,26,13,8,2,5,0,468,2,9
