,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Dwight Gayle,9.0,eng ENG,FW,26-307,51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
1,Joselu,21.0,es ESP,FW,27-146,39,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,25.0
2,Matt Ritchie,11.0,sct SCO,LW,27-344,90,1,0,0,2,0,0,6,0,1,0,0,0,4,0,2,0.0
3,Christian Atsu,30.0,gh GHA,RW,25-222,90,0,0,0,0,2,3,1,0,2,0,0,0,4,1,1,50.0
4,Ayoze Pérez,17.0,es ESP,AM,24-022,79,0,0,0,0,2,1,1,0,0,0,0,0,2,0,3,0.0
5,Jacob Murphy,7.0,eng ENG,AM,22-177,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
6,Mikel Merino,23.0,es ESP,DM,21-059,90,0,0,0,1,0,0,0,2,2,0,0,0,10,2,1,66.7
7,Isaac Hayden,14.0,eng ENG,DM,22-151,75,1,0,0,3,1,0,0,1,3,0,0,0,4,0,2,0.0
8,Mohamed Diamé,10.0,sn SEN,DM,30-067,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
9,Chancel Mbemba,18.0,cd COD,LB,23-012,90,0,0,0,1,2,0,1,2,0,0,0,0,2,3,1,75.0
10,Ciaran Clark,2.0,ie IRL,CB,27-328,90,0,0,0,0,3,0,0,0,1,0,0,0,5,1,0,100.0
11,Jamaal Lascelles,6.0,eng ENG,CB,23-282,90,1,0,0,1,1,0,0,1,0,0,0,0,5,3,5,37.5
12,Javier Manquillo,19.0,es ESP,RB,23-107,90,0,0,0,0,1,0,5,1,3,0,0,0,7,0,2,0.0
13,Rob Elliot,1.0,ie IRL,GK,31-112,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,4,0,0,10,12,5,14,7,13,0,0,0,47,11,23,32.4
