,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Christian Benteke,17.0,be BEL,FW,26-252,90,9,19,47.4,181,62,2,5,40.0,5,9,55.6,1,1,100.0,0,0.0,0.0,0,2,0,0,3
1,Wilfried Zaha,11.0,ci CIV,AM,24-275,90,12,21,57.1,136,25,5,7,71.4,4,7,57.1,0,2,0.0,0,0.0,0.0,1,0,1,0,1
2,Ruben Loftus-Cheek,8.0,eng ENG,"CM,AM",21-201,90,33,36,91.7,673,300,9,10,90.0,15,16,93.8,6,7,85.7,0,0.0,0.0,1,4,1,0,5
3,Jason Puncheon,42.0,eng ENG,CM,31-055,90,40,48,83.3,779,216,15,16,93.8,20,22,90.9,5,10,50.0,0,0.0,0.0,0,4,2,0,8
4,Luka Milivojević,4.0,rs SRB,CM,26-127,45,22,29,75.9,439,117,6,8,75.0,12,15,80.0,3,3,100.0,0,0.0,0.0,0,3,0,0,5
5,Andros Townsend,10.0,eng ENG,AM,26-027,45,9,18,50.0,114,27,6,8,75.0,1,2,50.0,1,4,25.0,0,0.1,0.1,1,1,0,0,0
6,Patrick van Aanholt,3.0,nl NED,WB,26-348,90,40,58,69.0,705,345,22,24,91.7,12,20,60.0,6,10,60.0,0,0.3,0.2,4,3,1,0,3
7,Joel Ward,2.0,eng ENG,WB,27-287,90,27,38,71.1,446,246,15,17,88.2,6,8,75.0,4,10,40.0,0,0.0,0.0,0,1,1,1,2
8,Jaïro Riedewald,44.0,nl NED,CB,20-337,90,42,50,84.0,964,485,10,11,90.9,21,25,84.0,10,13,76.9,0,0.0,0.0,0,7,1,0,4
9,Scott Dann,6.0,eng ENG,CB,30-179,90,38,44,86.4,778,269,11,11,100.0,21,23,91.3,5,7,71.4,0,0.0,0.0,0,0,0,0,1
10,Timothy Fosu-Mensah,24.0,nl NED,CB,19-222,77,28,38,73.7,510,167,14,16,87.5,12,15,80.0,2,6,33.3,0,0.0,0.0,0,3,0,0,1
11,James Tomkins,5.0,eng ENG,CB,28-136,13,10,11,90.9,132,53,7,7,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
12,Wayne Hennessey,13.0,wls WAL,GK,30-200,90,23,34,67.6,656,535,5,5,100.0,9,9,100.0,9,20,45.0,0,0.0,0.0,0,1,0,0,0
13,13 Players,,,,,990,333,444,75.0,6513,2847,127,145,87.6,141,174,81.0,52,94,55.3,0,0.5,0.4,7,30,7,1,33
