,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Rachid Alioui,ma MAR,7.0,FW,27-179,66,0,0,0,0,2,1,0,0,22,0,0,0,0.1,0.1,0.0,3,0,12,15,80.0,3,16,1,1,1,12,15,80.0,196,54,6,7,85.7,4,6,66.7,1,1,100.0,0,0.0,0.0,0,1,0,0,3,15,14,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,22,0,3,11,8,2,22,1,1,100.0,0,0.0,16,102,34,1,1,1,4,0,20,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,33.3
1,Stéphane Bahoken,cm CMR,19.0,FW,27-200,24,0,0,0,0,1,1,1,0,11,0,1,0,0.4,0.4,0.0,1,0,5,7,71.4,1,8,3,0,0,5,7,71.4,59,12,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,11,0,0,6,5,3,11,0,0,,0,,8,64,15,3,0,1,1,0,9,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,
2,Pierrick Capelle,fr FRA,15.0,"LM,CM",32-243,90,0,0,0,0,0,0,1,0,39,2,1,2,0.0,0.0,0.2,2,0,24,31,77.4,4,23,3,0,0,24,31,77.4,348,83,14,16,87.5,10,10,100.0,0,2,0.0,0,0.2,0.1,2,0,1,0,4,31,30,0,0,0,0,1,0,0,0,0,0,24,1,0,2,1,2,0,0,0,1,0.0,1,2,0,2,1,3,0,0,39,0,9,21,10,2,39,0,0,,0,,23,144,70,3,3,1,1,2,25,6,1,0,0,4,0,0,1,1,1,0,0,0,4,0,3,0.0
3,Thomas Mangani,fr FRA,5.0,CM,32-229,67,0,0,0,0,1,0,0,0,40,1,0,1,0.0,0.0,0.0,0,0,23,32,71.9,2,21,0,2,0,23,32,71.9,377,200,14,17,82.4,6,10,60.0,3,5,60.0,0,0.0,0.1,0,3,1,0,2,32,27,5,1,0,0,3,0,4,2,1,0,23,0,0,1,1,0,1,0,0,5,0.0,5,1,0,1,0,1,0,0,40,2,10,21,9,1,40,2,0,0.0,2,100.0,21,98,51,0,0,0,2,1,22,2,0,0,0,0,1,0,3,0,1,0,0,0,7,0,0,
4,Mathias Pereira Lage,pt POR,27.0,RM,23-014,23,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,1,0,6,6,100.0,1,4,1,0,0,6,6,100.0,74,25,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,10,0,3,5,3,0,10,0,0,,0,,4,57,53,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,Angelo Fulgini,fr FRA,10.0,CM,23-116,90,0,0,0,0,2,1,0,0,58,3,4,0,0.2,0.2,0.2,3,0,33,45,73.3,3,41,5,3,2,33,45,73.3,395,157,24,25,96.0,3,9,33.3,2,5,40.0,0,0.2,0.2,3,2,0,0,3,45,40,5,2,3,0,4,0,3,0,3,0,33,0,1,3,3,1,2,0,0,1,0.0,1,0,0,0,4,7,1,0,58,1,14,27,18,2,58,3,2,66.7,1,33.3,41,276,157,5,4,0,3,1,37,2,0,0,0,0,4,0,4,4,3,0,0,0,11,0,2,0.0
6,Sada Thioub,sn SEN,20.0,"RM,LM",24-196,90,0,0,0,0,2,1,0,0,48,1,0,1,0.2,0.2,0.1,1,0,28,34,82.4,5,36,4,4,2,28,34,82.4,375,160,21,24,87.5,3,4,75.0,2,3,66.7,0,0.1,0.0,2,2,0,0,5,34,33,1,1,0,1,1,0,0,0,0,0,28,0,1,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,48,0,13,24,14,5,48,4,2,50.0,2,50.0,36,195,121,4,1,2,4,1,37,5,0,0,0,2,2,0,1,0,1,0,0,0,7,1,1,50.0
7,Baptiste Santamaria,fr FRA,18.0,DM,24-280,90,0,0,0,0,1,0,0,0,63,0,1,2,0.2,0.2,0.5,3,0,36,47,76.6,4,36,2,2,2,36,47,76.6,624,187,12,16,75.0,13,16,81.3,6,8,75.0,0,0.5,0.2,2,4,1,0,4,47,45,2,2,1,1,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0,3,0.0,3,2,0,2,1,1,5,0,63,5,25,35,4,1,63,2,2,100.0,0,0.0,36,213,118,2,0,0,2,1,37,0,0,0,0,2,2,0,0,1,0,0,0,0,7,3,0,100.0
8,Rayan Aït Nouri,fr FRA,2.0,LB,18-191,80,0,0,0,0,0,0,1,0,45,3,1,1,0.0,0.0,0.1,3,0,27,35,77.1,1,24,3,0,0,27,35,77.1,440,258,12,13,92.3,11,16,68.8,2,3,66.7,0,0.1,0.1,1,0,2,2,1,35,33,2,0,0,0,4,2,0,0,0,0,27,0,1,3,1,3,0,0,1,1,100.0,0,1,0,1,1,4,1,0,45,0,18,17,11,0,45,0,0,,0,,24,186,118,3,4,0,3,0,26,4,1,0,0,2,1,0,4,1,1,0,0,0,7,1,0,100.0
9,Théo Pellenard,fr FRA,26.0,LB,25-285,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,4,0,0,0,5,6,83.3,60,48,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,3,3,0,0,6,0,0,,0,,4,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
