,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Gabriel Jesus,br BRA,9.0,"FW,LW",23-256,90,0,0,0,0,2,0,0,0,24,3,0,0,0.1,0.1,0.0,3,0,13,14,92.9,0,8,0,0,0,13,14,92.9,131,9,11,12,91.7,2,2,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,13,0,0,3,0,3,0,0,2,2,100.0,0,0,0,0,0,3,1,0,24,0,4,8,12,5,24,0,0,,0,,8,25,7,0,0,1,5,0,17,5,0,0,0,0,1,1,0,0,0,0,0,0,3,2,3,40.0
1,Phil Foden,eng ENG,47.0,LW,20-201,75,0,0,0,0,2,0,0,0,64,3,0,1,0.1,0.1,0.1,3,0,46,55,83.6,2,32,4,3,1,46,55,83.6,605,54,31,34,91.2,10,11,90.9,2,5,40.0,0,0.1,0.1,2,5,1,0,2,55,52,3,0,0,0,6,0,3,0,3,0,46,0,2,3,2,1,2,0,0,0,,0,1,0,1,0,3,0,0,64,1,2,27,37,4,64,3,1,33.3,2,66.7,32,175,114,4,3,1,1,0,49,7,0,0,0,0,1,2,6,0,2,0,0,0,2,1,4,20.0
2,Sergio Agüero,ar ARG,10.0,FW,32-196,15,0,0,0,0,2,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,1,0,0,0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,0,5,4,5,0,0,,0,,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
3,Raheem Sterling,eng ENG,7.0,RW,26-007,90,0,1,0,0,2,2,0,0,65,0,0,0,0.5,0.5,0.6,8,1,53,59,89.8,5,44,10,2,2,53,59,89.8,604,111,43,46,93.5,9,9,100.0,0,0,,1,0.6,0.3,5,2,2,0,5,59,59,0,0,0,0,1,0,0,0,0,0,53,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,65,0,0,15,50,11,65,2,2,100.0,0,0.0,44,330,216,10,4,5,1,2,63,22,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0
4,Kevin De Bruyne,be BEL,17.0,AM,29-170,90,0,0,0,0,4,2,0,0,74,0,0,1,0.2,0.2,0.8,8,0,47,67,70.1,7,39,6,1,1,47,67,70.1,893,316,22,27,81.5,17,21,81.0,7,13,53.8,0,0.8,0.7,5,5,5,2,7,67,55,10,2,0,1,16,0,8,1,5,1,47,2,3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,74,0,0,15,60,5,74,1,1,100.0,0,0.0,39,257,174,6,5,2,2,1,58,6,0,0,0,0,1,0,16,0,0,0,0,0,1,0,0,
5,İlkay Gündoğan,de GER,8.0,DM,30-052,90,1,0,0,0,4,2,0,0,117,0,1,0,0.7,0.7,0.1,8,0,101,110,91.8,6,66,3,4,3,101,110,91.8,1495,345,62,65,95.4,30,35,85.7,5,5,100.0,0,0.1,0.1,4,17,0,0,6,110,105,4,2,0,0,2,0,2,0,2,0,101,1,0,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,117,0,6,69,42,3,117,4,3,75.0,1,25.0,66,323,169,3,6,0,1,0,96,6,0,0,0,0,2,0,2,1,0,0,0,0,12,0,0,
6,Rodri,es ESP,16.0,DM,24-176,90,0,0,0,0,4,0,0,0,119,2,2,0,0.1,0.1,0.0,5,0,94,108,87.0,8,66,5,0,0,94,108,87.0,1854,431,31,35,88.6,41,46,89.1,19,22,86.4,0,0.0,0.2,1,13,2,1,8,108,108,0,0,0,2,1,0,0,0,0,0,94,0,1,2,1,1,1,0,2,2,100.0,0,0,0,0,2,4,3,0,119,4,11,67,42,3,119,0,0,,0,,66,373,276,5,2,1,1,2,91,2,0,0,0,1,1,0,1,2,1,0,0,0,11,3,1,75.0
7,Benjamin Mendy,fr FRA,22.0,LB,26-151,74,0,0,0,0,1,0,0,0,71,2,1,0,0.0,0.0,0.0,2,0,53,63,84.1,5,27,0,1,1,53,63,84.1,924,174,28,33,84.8,19,21,90.5,6,8,75.0,0,0.0,0.0,0,2,1,0,5,63,52,11,0,0,0,1,11,0,0,0,0,53,0,1,2,1,0,0,2,0,0,,0,0,0,0,1,3,1,0,71,1,11,33,27,2,71,1,1,100.0,0,0.0,27,103,39,0,0,0,2,0,43,11,0,0,0,0,0,0,1,1,1,0,0,0,3,1,1,50.0
8,Kyle Walker,eng ENG,2.0,RB,30-201,16,0,0,0,0,1,0,0,0,18,0,0,0,0.0,0.0,0.0,3,0,14,16,87.5,3,9,2,0,0,14,16,87.5,204,33,8,9,88.9,6,6,100.0,0,0,,0,0.0,0.0,0,3,0,0,3,16,16,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,0,6,12,2,18,0,0,,0,,9,71,55,2,2,1,1,0,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
9,Nathan Aké,nl NED,6.0,CB,25-301,90,0,0,0,0,0,0,1,0,108,0,2,0,0.0,0.0,0.0,0,0,96,103,93.2,13,67,5,0,0,96,103,93.2,1745,576,35,38,92.1,55,57,96.5,6,6,100.0,0,0.0,0.0,0,6,0,0,13,103,101,2,1,0,0,0,1,0,0,0,0,96,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,108,4,21,82,5,1,108,0,0,,0,,67,398,282,5,3,0,0,1,87,0,1,0,0,2,0,0,0,2,0,0,0,0,3,6,2,75.0
