,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Maxi López,ar ARG,20.0,FW,33-170,90,0,0,0,0,2,1,0,0,26,0,0,0,0.4,0.4,0.4,3,0,14,20,70.0,3,20,2,3,2,14,20,70.0,167,48,10,14,71.4,4,5,80.0,0,0,,0,0.4,0.0,1,2,0,0,3,20,16,4,0,1,0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,0,0,13,13,5,26,3,2,66.7,1,33.3,20,105,37,2,1,1,2,3,22,3,0,0,0,4,2,0,1,0,0,0,0,0,0,2,3,40.0
1,Kevin Lasagna,it ITA,15.0,LW,25-041,90,1,0,0,0,5,3,0,0,31,0,1,0,0.6,0.6,0.1,3,0,9,18,50.0,1,25,2,2,0,9,18,50.0,110,15,7,12,58.3,2,3,66.7,0,2,0.0,0,0.1,0.1,1,1,1,0,1,18,18,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,31,0,0,9,22,8,31,2,0,0.0,2,100.0,25,141,48,2,2,1,4,1,27,14,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,33.3
2,Rodrigo De Paul,ar ARG,10.0,RW,23-119,90,1,0,1,1,3,1,0,0,68,2,1,2,0.9,0.1,0.8,9,1,38,53,71.7,7,50,2,1,0,38,53,71.7,814,250,13,17,76.5,18,24,75.0,7,12,58.3,0,0.8,0.1,4,2,3,0,7,53,43,10,5,0,1,11,0,5,1,3,0,38,0,0,2,0,0,1,1,1,2,50.0,1,2,0,2,1,3,0,0,68,0,4,31,33,3,67,1,0,0.0,1,100.0,50,285,90,2,5,0,1,2,49,13,0,0,0,3,4,0,11,1,0,0,0,0,6,0,0,
3,Antonín Barák,cz CZE,72.0,LM,22-291,90,0,0,0,0,1,0,0,0,56,0,0,1,0.0,0.0,0.0,5,0,39,52,75.0,6,46,3,2,1,39,52,75.0,740,237,17,19,89.5,15,17,88.2,6,12,50.0,0,0.0,0.0,1,7,1,0,6,52,50,2,1,0,0,1,0,1,0,1,0,39,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,56,0,6,40,10,1,56,2,1,50.0,1,50.0,46,205,84,3,1,1,1,1,44,2,0,0,0,2,0,0,1,0,0,0,0,0,6,1,0,100.0
4,Emil Hallfreðsson,is ISL,23.0,CM,33-083,45,0,0,0,0,0,0,1,0,31,1,1,2,0.0,0.0,0.0,2,0,24,26,92.3,4,13,1,0,0,24,26,92.3,478,140,7,7,100.0,14,16,87.5,3,3,100.0,0,0.0,0.0,0,2,1,1,4,26,24,2,2,0,0,2,0,0,0,0,0,24,0,0,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,0,0,31,2,4,21,6,0,31,0,0,,0,,13,66,40,1,0,0,0,0,12,0,1,0,0,1,0,0,2,1,1,0,0,1,6,0,0,
5,Jakub Jankto,cz CZE,14.0,CM,21-244,45,0,0,0,0,3,0,0,0,37,0,0,2,0.5,0.5,0.1,4,1,12,22,54.5,4,19,1,4,1,12,22,54.5,181,50,4,4,100.0,8,13,61.5,0,5,0.0,0,0.1,0.0,1,1,1,0,4,22,16,6,0,0,0,6,1,5,0,5,0,12,0,0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,1,0,37,0,1,13,23,5,37,4,1,25.0,3,75.0,19,104,32,1,0,1,0,1,20,4,0,0,0,0,2,0,6,0,0,1,0,0,3,0,1,0.0
6,Seko Fofana,ci CIV,6.0,RM,22-136,90,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.1,1,0,39,50,78.0,6,46,3,3,2,39,50,78.0,707,302,15,20,75.0,21,26,80.8,3,4,75.0,0,0.1,0.0,1,9,0,0,6,50,50,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,58,1,7,44,7,1,58,3,2,66.7,1,33.3,46,222,87,3,1,0,5,1,48,4,0,0,0,2,2,0,0,1,0,0,0,0,9,0,0,
7,Giuseppe Pezzella,it ITA,7.0,LB,19-295,69,0,0,0,0,0,0,0,0,49,1,2,0,0.0,0.0,0.0,1,0,32,43,74.4,4,28,5,1,0,32,43,74.4,600,243,12,14,85.7,15,19,78.9,5,7,71.4,0,0.0,0.0,1,3,2,1,4,43,31,12,0,0,0,4,12,0,0,0,0,32,0,3,1,0,1,0,0,0,2,0.0,2,0,0,0,2,3,1,0,49,0,10,22,17,0,49,1,0,0.0,1,100.0,28,140,73,5,4,0,0,2,28,6,0,0,0,0,0,0,4,2,0,0,0,0,1,2,0,100.0
8,Ali Adnan Kadhim,iq IRQ,53.0,LB,23-275,21,0,0,0,0,1,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,6,9,66.7,0,4,0,0,0,6,9,66.7,91,54,4,5,80.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,1,1,0,9,9,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,12,1,3,3,6,0,12,0,0,,0,,4,7,2,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
9,Bram Nuytinck,nl NED,17.0,CB,27-139,90,0,0,0,0,0,0,0,0,48,2,0,3,0.0,0.0,0.0,0,0,37,39,94.9,4,33,2,0,0,37,39,94.9,684,253,12,12,100.0,24,25,96.0,1,2,50.0,0,0.0,0.0,0,2,0,0,4,39,38,1,1,0,1,0,0,0,0,0,0,37,0,0,2,2,0,2,0,0,0,,0,3,1,2,0,2,3,0,48,2,19,28,1,1,48,0,0,,0,,33,185,121,2,0,0,0,0,33,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,
