,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Ishak Belfodil,dz ALG,19.0,FW,27-063,90,0,1,0,0,1,0,0,0,30,1,0,0,0.0,0.0,0.8,6,0,17,21,81.0,0,17,1,1,1,17,21,81.0,192,13,8,10,80.0,2,3,66.7,2,2,100.0,1,0.8,0.4,5,0,0,0,0,21,20,1,0,0,0,0,0,0,0,0,0,17,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,30,1,3,7,21,8,30,1,1,100.0,0,0.0,17,53,18,1,1,1,1,1,24,15,0,0,0,2,2,1,0,0,1,0,0,0,1,2,9,18.2
1,Joelinton,br BRA,34.0,FW,22-214,62,0,0,0,0,2,1,1,0,35,0,0,0,0.1,0.1,0.1,3,1,22,28,78.6,2,29,0,1,0,22,28,78.6,276,47,12,14,85.7,8,10,80.0,0,0,,0,0.1,0.2,1,0,1,0,2,28,28,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,0,3,17,15,2,35,1,0,0.0,1,100.0,29,125,54,0,0,1,1,2,29,7,1,0,0,5,0,0,0,0,0,0,0,0,4,0,2,0.0
2,Ádám Szalai,hu HUN,28.0,FW,31-097,28,0,0,0,0,1,1,0,0,8,0,0,0,0.1,0.1,0.0,2,0,6,7,85.7,2,5,1,0,0,6,7,85.7,63,32,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,2,0,0,2,7,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,0,1,5,2,1,8,0,0,,0,,5,20,7,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3,Andrej Kramarić,hr CRO,27.0,AM,27-270,90,1,0,0,0,6,2,0,0,50,0,0,2,1.3,1.3,0.1,6,0,30,39,76.9,6,32,5,2,1,30,39,76.9,521,193,15,17,88.2,6,10,60.0,6,8,75.0,0,0.1,0.2,1,2,3,0,6,39,36,3,1,0,0,2,1,1,1,0,0,30,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,50,0,4,26,20,7,50,2,1,50.0,1,50.0,32,167,111,5,3,2,2,3,36,5,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,
4,Florian Grillitsch,at AUT,11.0,CM,23-221,90,0,0,0,0,2,1,0,0,75,1,3,2,0.2,0.2,0.0,5,0,52,59,88.1,6,38,0,0,0,52,59,88.1,1003,263,20,21,95.2,18,19,94.7,9,12,75.0,0,0.0,0.0,1,4,1,0,6,59,57,2,2,0,3,0,0,0,0,0,0,52,0,1,1,1,0,1,0,1,2,50.0,1,2,1,1,3,4,5,0,75,4,14,53,8,3,75,0,0,,0,,38,172,93,0,1,0,0,0,46,0,0,0,0,1,2,0,0,3,1,0,0,0,6,0,4,0.0
5,Kerem Demirbay,de GER,10.0,CM,25-256,84,0,0,0,0,5,1,0,0,66,1,1,3,0.4,0.4,0.7,8,1,31,46,67.4,7,38,3,1,1,31,46,67.4,589,221,15,16,93.8,9,13,69.2,6,15,40.0,0,0.7,0.4,5,4,3,0,7,46,37,9,1,0,1,10,0,8,4,4,0,31,0,0,1,1,1,0,0,1,2,50.0,1,3,1,2,1,2,1,0,66,3,9,31,29,5,66,1,1,100.0,0,0.0,38,302,159,3,4,1,5,4,39,3,0,0,0,0,1,0,10,1,1,0,0,0,6,2,1,66.7
6,Leonardo Bittencourt,de GER,13.0,CM,25-087,6,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,1,1,1,3,33.3,9,9,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,4,0,1,1,2,0,4,1,1,100.0,0,0.0,2,24,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
7,Nico Schulz,de GER,16.0,WB,25-349,84,0,0,0,0,0,0,1,0,41,1,1,1,0.0,0.0,0.1,3,0,19,29,65.5,0,23,5,3,2,19,29,65.5,263,72,11,13,84.6,8,10,80.0,0,4,0.0,0,0.1,0.0,2,0,0,0,0,29,23,6,0,0,0,3,6,0,0,0,0,19,0,1,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,41,0,9,22,13,1,41,3,2,66.7,1,33.3,23,186,105,5,3,1,4,0,25,7,1,0,0,2,0,0,3,1,1,0,0,0,3,0,1,0.0
8,Reiss Nelson,eng ENG,9.0,WB,19-096,6,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,7,2,1,1,7,9,77.8,64,19,6,6,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,9,8,1,0,0,1,1,1,0,0,0,0,7,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,9,0,2,3,4,0,9,1,1,100.0,0,0.0,7,70,57,2,1,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,
9,Pavel Kadeřábek,cz CZE,3.0,WB,26-325,90,0,0,0,0,3,1,0,0,69,3,0,2,0.3,0.3,0.0,0,0,36,50,72.0,2,28,5,2,1,36,50,72.0,542,156,17,23,73.9,17,22,77.3,1,1,100.0,0,0.0,0.1,0,0,1,0,2,50,38,12,0,0,0,0,12,0,0,0,0,36,0,1,3,2,1,2,0,3,3,100.0,0,2,1,1,0,3,6,0,69,6,20,30,19,4,69,2,1,50.0,1,50.0,28,153,75,5,2,0,1,1,40,10,0,0,0,2,1,0,0,0,2,0,0,0,4,3,1,75.0
