,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Edin Džeko,ba BIH,9.0,FW,32-183,90,0,1,0,0,4,1,0,0,30,0,0,0,0.8,0.8,0.4,4,1,17,21,81.0,3,18,1,3,1,17,21,81.0,326,44,9,12,75.0,3,3,100.0,5,5,100.0,1,0.4,0.2,3,3,1,0,3,21,17,3,0,1,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,30,1,1,9,20,6,30,3,1,33.3,2,66.7,18,152,25,1,1,1,1,0,24,9,0,0,0,0,1,1,1,0,0,0,0,0,3,2,0,100.0
1,Stephan El Shaarawy,it ITA,92.0,LW,25-324,90,1,0,0,0,5,4,0,0,50,1,0,0,0.8,0.8,0.1,2,0,36,39,92.3,4,33,2,5,2,36,39,92.3,603,99,16,17,94.1,16,17,94.1,2,3,66.7,0,0.1,0.1,1,2,0,0,4,39,39,0,0,0,1,0,0,0,0,0,0,36,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,50,0,4,14,32,7,50,5,2,40.0,3,60.0,33,176,67,2,1,1,1,0,45,7,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,
2,Cengiz Ünder,tr TUR,17.0,RW,21-064,80,0,0,0,0,3,2,0,0,43,1,0,0,0.1,0.1,0.2,5,1,28,34,82.4,2,31,3,5,3,28,34,82.4,503,116,12,13,92.3,10,13,76.9,4,6,66.7,0,0.2,0.6,2,3,3,1,2,34,29,5,2,1,0,5,0,3,1,0,0,28,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,43,0,2,18,24,1,43,5,3,60.0,2,40.0,31,234,112,3,2,1,2,0,34,10,0,0,0,1,3,1,5,0,1,0,0,0,5,0,1,0.0
3,Justin Kluivert,nl NED,34.0,RW,19-134,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,4,6,66.7,0,4,1,0,0,4,6,66.7,116,18,1,1,100.0,1,2,50.0,2,3,66.7,0,0.1,0.1,1,0,1,1,0,6,5,1,0,0,0,3,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,0,1,7,0,8,0,0,,0,,4,29,13,1,0,0,1,0,6,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,
4,Lorenzo Pellegrini,it ITA,7.0,LM,22-089,69,0,0,0,0,2,1,0,0,45,1,0,1,0.2,0.2,0.0,0,0,28,38,73.7,3,23,0,1,1,28,38,73.7,419,136,15,17,88.2,10,13,76.9,2,6,33.3,0,0.0,0.1,0,1,1,0,3,38,33,5,0,0,0,4,0,5,3,0,0,28,0,0,1,1,1,0,0,0,0,,0,1,0,1,0,1,2,0,45,2,7,16,22,1,45,1,1,100.0,0,0.0,23,82,23,0,1,0,1,1,30,4,0,0,0,1,0,0,4,0,1,0,0,0,6,0,1,0.0
5,Daniele De Rossi,it ITA,16.0,LM,35-054,21,0,0,0,0,0,0,1,0,28,0,0,0,0.0,0.0,0.1,2,0,25,28,89.3,9,15,1,0,0,25,28,89.3,511,207,10,11,90.9,12,13,92.3,3,3,100.0,0,0.1,0.1,1,8,3,0,9,28,27,0,0,0,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,0,0,22,6,0,28,0,0,,0,,15,126,39,1,1,0,0,0,24,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
6,Steven Nzonzi,fr FRA,42.0,CM,29-275,90,0,0,0,0,0,0,0,0,70,3,2,1,0.0,0.0,0.0,4,0,60,64,93.8,7,31,0,0,0,60,64,93.8,1245,360,23,24,95.8,26,28,92.9,11,11,100.0,0,0.0,0.0,1,11,0,0,7,64,63,1,1,0,0,0,0,0,0,0,0,60,0,0,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,1,0,70,0,17,45,8,1,70,0,0,,0,,31,93,29,0,0,0,1,0,51,1,0,0,0,1,0,0,0,2,2,0,0,0,4,5,0,100.0
7,Bryan Cristante,it ITA,4.0,RM,23-197,90,1,0,0,0,1,1,0,0,51,1,0,0,0.4,0.4,0.1,2,0,36,46,78.3,6,28,2,1,0,36,46,78.3,506,101,21,29,72.4,9,10,90.0,3,3,100.0,0,0.1,0.1,2,4,1,0,6,46,45,1,1,1,0,0,0,0,0,0,0,36,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,51,0,2,25,24,3,51,1,0,0.0,1,100.0,28,170,57,2,3,1,1,3,48,3,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,66.7
8,Aleksandar Kolarov,rs SRB,11.0,LB,32-310,90,0,0,0,0,1,0,0,0,119,1,0,0,0.0,0.0,0.6,4,0,87,108,80.6,7,67,8,4,1,87,108,80.6,1526,437,40,43,93.0,38,44,86.4,7,14,50.0,0,0.6,0.4,1,12,0,0,7,108,98,9,3,0,4,7,6,0,0,0,0,87,1,3,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,5,0,119,5,21,65,33,2,119,4,1,25.0,3,75.0,67,435,302,8,2,2,0,0,93,13,0,0,0,0,1,0,7,0,0,0,0,0,4,1,0,100.0
9,Juan Jesus,br BRA,5.0,CB,27-098,90,0,0,0,0,0,0,0,0,100,1,1,2,0.0,0.0,0.0,0,0,92,94,97.9,5,48,0,0,0,92,94,97.9,1869,648,24,25,96.0,55,55,100.0,12,13,92.3,0,0.0,0.0,0,3,0,0,5,94,90,4,4,0,0,0,0,0,0,0,0,92,0,0,1,1,0,1,0,1,3,33.3,2,2,1,1,1,2,1,0,100,3,40,60,0,0,100,0,0,,0,,48,186,67,0,0,0,0,0,86,0,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,100.0
10,Kostas Manolas,gr GRE,44.0,CB,27-094,90,0,0,0,0,0,0,0,0,81,0,2,2,0.0,0.0,0.0,1,1,73,75,97.3,10,44,0,0,0,73,75,97.3,1649,603,16,16,100.0,44,45,97.8,13,14,92.9,0,0.0,0.0,0,8,0,0,10,75,73,2,2,0,1,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,,0,2,2,0,2,2,1,0,81,1,27,51,3,1,81,0,0,,0,,44,195,111,0,0,0,0,0,67,0,0,0,0,2,2,0,0,2,0,0,0,0,2,1,1,50.0
11,Alessandro Florenzi,it ITA,24.0,RB,27-189,68,0,1,0,0,0,0,0,0,68,0,3,0,0.0,0.0,0.8,3,1,53,61,86.9,6,35,1,0,0,53,61,86.9,1042,337,20,22,90.9,26,28,92.9,6,7,85.7,1,0.8,0.5,3,5,2,2,6,61,54,7,2,0,2,4,5,0,0,0,0,53,0,4,0,0,0,0,0,0,0,,0,0,0,0,3,3,4,0,68,4,17,35,16,1,68,0,0,,0,,35,146,96,1,3,0,0,0,50,6,0,0,0,1,1,0,4,3,0,0,0,0,1,0,0,
12,Rick Karsdorp,nl NED,2.0,RB,23-217,22,0,0,0,0,0,0,0,0,23,0,1,0,0.0,0.0,0.0,0,0,17,22,77.3,2,14,2,0,0,17,22,77.3,360,164,6,7,85.7,8,10,80.0,3,4,75.0,0,0.0,0.0,0,1,0,0,2,22,18,4,0,0,0,2,4,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,23,0,2,7,15,2,23,0,0,,0,,14,99,58,2,1,1,0,0,14,7,0,0,0,1,0,0,2,1,0,0,0,0,3,0,1,0.0
