,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Felipe Caicedo,ec ECU,20.0,FW,31-055,71,0,0,0,0,2,1,0,0,30,0,1,0,0.2,0.2,0.0,1,1,14,21,66.7,0,24,1,1,1,14,21,66.7,147,31,7,11,63.6,4,5,80.0,0,0,,0,0.0,0.0,0,1,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,30,0,0,15,15,6,30,1,1,100.0,0,0.0,24,85,51,1,1,0,6,2,25,8,0,0,0,1,2,0,0,1,0,1,0,0,3,0,1,0.0
1,Joaquín Correa,ar ARG,11.0,FW,25-078,19,0,0,0,0,2,1,0,0,8,0,0,0,0.3,0.3,0.1,2,0,4,5,80.0,0,10,2,0,0,4,5,80.0,38,10,3,4,75.0,1,1,100.0,0,0,,0,0.1,0.1,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,0,4,5,3,8,0,0,,0,,10,73,66,2,1,1,1,2,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
2,Ciro Immobile,it ITA,17.0,FW,29-252,90,2,0,1,1,2,2,0,0,52,0,0,1,0.9,0.1,0.3,2,0,29,37,78.4,6,39,5,2,0,29,37,78.4,413,100,16,19,84.2,9,10,90.0,2,2,100.0,0,0.3,0.2,1,1,4,0,6,37,37,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,52,0,4,26,23,3,51,2,0,0.0,2,100.0,39,232,138,5,4,2,6,0,42,4,0,0,0,1,0,2,0,0,0,0,0,0,6,0,1,0.0
3,Luis Alberto,es ESP,10.0,CM,27-032,90,0,1,0,0,3,0,0,0,73,1,1,0,0.1,0.1,0.5,13,2,49,59,83.1,9,53,10,2,1,49,59,83.1,861,398,25,30,83.3,15,16,93.8,7,9,77.8,1,0.5,0.3,7,3,4,0,9,59,54,5,0,0,1,4,0,4,2,1,0,49,0,2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,73,0,7,29,40,4,73,2,1,50.0,1,50.0,53,480,305,10,12,1,3,1,53,7,0,0,0,1,0,0,4,1,1,0,0,0,8,0,1,0.0
4,Danilo Cataldi,it ITA,32.0,CM,25-085,74,0,0,0,0,1,0,0,0,56,0,0,0,0.1,0.1,0.0,1,0,39,52,75.0,5,40,2,0,0,39,52,75.0,584,215,16,19,84.2,18,23,78.3,1,4,25.0,0,0.0,0.0,0,3,0,0,5,52,45,7,3,0,0,4,0,4,3,1,0,39,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,56,0,14,28,14,0,56,0,0,,0,,40,173,73,2,0,0,0,0,37,0,0,0,0,0,2,0,4,0,0,0,0,0,6,0,0,
5,Marco Parolo,it ITA,16.0,CM,34-278,16,0,0,0,0,1,1,0,0,20,0,0,0,0.1,0.1,0.0,0,0,17,18,94.4,3,13,0,0,0,17,18,94.4,275,80,8,9,88.9,5,5,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,7,12,1,1,20,0,0,,0,,13,37,9,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
6,Sergej Milinković-Savić,rs SRB,21.0,CM,24-245,90,0,1,0,0,4,0,0,0,73,1,0,4,0.2,0.2,0.2,5,1,43,57,75.4,5,43,3,2,2,43,57,75.4,795,208,17,24,70.8,17,21,81.0,7,8,87.5,1,0.2,0.4,3,2,2,1,5,57,54,3,1,1,1,1,2,0,0,0,0,43,0,1,1,1,0,1,0,1,1,100.0,0,4,2,2,0,1,3,0,73,3,17,39,17,4,73,2,2,100.0,0,0.0,43,191,73,3,1,1,1,1,50,4,0,0,0,3,1,0,1,0,1,0,0,0,4,6,2,75.0
7,Senad Lulić,ba BIH,19.0,WB,33-285,90,0,0,0,0,2,0,0,0,64,1,3,0,0.3,0.3,0.0,2,0,43,56,76.8,0,43,8,1,0,43,56,76.8,815,242,20,25,80.0,13,14,92.9,8,12,66.7,0,0.0,0.1,1,1,2,2,0,56,51,4,0,0,1,7,4,0,0,0,0,43,1,0,1,1,1,0,0,0,0,,0,0,0,0,3,4,1,0,64,4,20,22,23,7,64,1,0,0.0,1,100.0,43,252,127,8,2,3,0,0,36,3,0,0,0,0,0,0,7,3,1,0,0,0,10,1,0,100.0
8,Adam Marušić,me MNE,77.0,WB,27-013,90,0,0,0,0,1,1,1,0,55,2,0,0,0.1,0.1,0.0,2,1,37,48,77.1,2,32,1,0,0,37,48,77.1,504,172,25,29,86.2,8,11,72.7,2,2,100.0,0,0.0,0.0,1,1,0,0,2,48,36,12,1,0,0,2,11,0,0,0,0,37,0,1,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,55,1,15,19,21,3,55,0,0,,0,,32,188,111,1,2,0,0,2,31,3,1,0,0,2,2,0,2,0,2,0,0,0,5,0,1,0.0
9,Ștefan Radu,ro ROU,26.0,CB,33-008,90,0,0,0,0,0,0,0,0,48,0,2,1,0.0,0.0,0.0,4,0,30,43,69.8,1,23,0,0,0,30,43,69.8,600,270,14,18,77.8,12,17,70.6,4,7,57.1,0,0.0,0.0,1,2,0,0,1,43,42,1,1,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,48,3,16,27,6,0,48,0,0,,0,,23,92,63,0,0,0,1,0,23,0,0,0,0,1,1,0,1,2,0,0,0,0,4,2,2,50.0
